benchmark,n_train,rep,model,predicted,actual
sciq,30,4,microsoft/phi-1_5,0.760763,0.724000
sciq,30,4,ibm-granite/granite-3.0-2b-instruct,0.806335,0.781000
sciq,30,4,HuggingFaceTB/SmolLM-1.7B,0.846349,0.836000
sciq,30,4,bigscience/bloomz-1b7,0.740630,0.803000
sciq,30,4,tiiuae/Falcon3-3B-Base,0.801750,0.825000
sciq,30,4,Qwen/Qwen2.5-3B-Instruct,0.648550,0.630000
sciq,30,4,tiiuae/Falcon3-1B-Base,0.620572,0.761000
sciq,30,4,h2oai/h2o-danube2-1.8b-base,0.680851,0.707000
sciq,30,4,deepseek-ai/deepseek-math-7b-base,0.680851,0.722000
sciq,30,4,tiiuae/Falcon3-7B-Base,0.881585,0.858000
arc_challenge,40,0,tiiuae/Falcon3-3B-Base,0.525669,0.465870
arc_challenge,40,0,google/gemma-2-2b-it,0.352252,0.430034
arc_challenge,40,0,bigscience/bloom-7b1,0.352252,0.318259
arc_challenge,40,0,bigscience/bloomz-1b7,0.257188,0.326792
arc_challenge,40,0,mistralai/Mistral-7B-v0.3,0.637950,0.522184
arc_challenge,40,0,deepseek-ai/deepseek-coder-6.7b-base,0.475105,0.303754
arc_challenge,40,0,stabilityai/stablelm-3b-4e1t,0.525669,0.393345
arc_challenge,40,0,Qwen/Qwen2.5-1.5B,0.525669,0.435154
arc_challenge,40,0,Qwen/Qwen2.5-0.5B-Instruct,0.352252,0.324232
arc_challenge,40,0,google/gemma-2b,0.450947,0.432594
openbookqa,40,0,tiiuae/Falcon3-3B-Base,0.423205,0.378000
openbookqa,40,0,google/gemma-2-2b-it,0.434015,0.438000
openbookqa,40,0,bigscience/bloom-7b1,0.324829,0.338000
openbookqa,40,0,bigscience/bloomz-1b7,0.321779,0.360000
openbookqa,40,0,mistralai/Mistral-7B-v0.3,0.516178,0.446000
openbookqa,40,0,deepseek-ai/deepseek-coder-6.7b-base,0.355900,0.332000
openbookqa,40,0,stabilityai/stablelm-3b-4e1t,0.424000,0.400000
openbookqa,40,0,Qwen/Qwen2.5-1.5B,0.444287,0.428000
openbookqa,40,0,Qwen/Qwen2.5-0.5B-Instruct,0.395929,0.376000
openbookqa,40,0,google/gemma-2b,0.488229,0.372000
sciq,40,0,tiiuae/Falcon3-3B-Base,0.792192,0.825000
sciq,40,0,google/gemma-2-2b-it,0.735928,0.687000
sciq,40,0,bigscience/bloom-7b1,0.545696,0.623000
sciq,40,0,bigscience/bloomz-1b7,0.792192,0.803000
sciq,40,0,mistralai/Mistral-7B-v0.3,0.792192,0.833000
sciq,40,0,deepseek-ai/deepseek-coder-6.7b-base,0.585123,0.626000
sciq,40,0,stabilityai/stablelm-3b-4e1t,0.735928,0.764000
sciq,40,0,Qwen/Qwen2.5-1.5B,0.709871,0.742000
sciq,40,0,Qwen/Qwen2.5-0.5B-Instruct,0.585123,0.537000
sciq,40,0,google/gemma-2b,0.860806,0.822000
arc_challenge,40,1,openbmb/MiniCPM-2B-sft-bf16,0.521778,0.481229
arc_challenge,40,1,ibm-granite/granite-3.0-2b-instruct,0.541009,0.443686
arc_challenge,40,1,bigscience/bloom-1b7,0.267965,0.261945
arc_challenge,40,1,Qwen/Qwen2.5-1.5B-Instruct,0.572412,0.398464
arc_challenge,40,1,Qwen/Qwen2.5-3B-Instruct,0.541009,0.415529
arc_challenge,40,1,mistralai/Mistral-7B-v0.1,0.594614,0.529010
arc_challenge,40,1,stabilityai/stablelm-2-zephyr-1_6b,0.318473,0.325085
arc_challenge,40,1,Qwen/Qwen1.5-4B,0.493483,0.389932
arc_challenge,40,1,HuggingFaceTB/SmolLM2-135M,0.387140,0.302901
arc_challenge,40,1,Qwen/Qwen3-1.7B,0.653536,0.419795
openbookqa,40,1,openbmb/MiniCPM-2B-sft-bf16,0.526741,0.454000
openbookqa,40,1,ibm-granite/granite-3.0-2b-instruct,0.480021,0.414000
openbookqa,40,1,bigscience/bloom-1b7,0.309760,0.290000
openbookqa,40,1,Qwen/Qwen2.5-1.5B-Instruct,0.529111,0.436000
openbookqa,40,1,Qwen/Qwen2.5-3B-Instruct,0.365134,0.446000
openbookqa,40,1,mistralai/Mistral-7B-v0.1,0.524565,0.430000
openbookqa,40,1,stabilityai/stablelm-2-zephyr-1_6b,0.365134,0.418000
openbookqa,40,1,Qwen/Qwen1.5-4B,0.462061,0.394000
openbookqa,40,1,HuggingFaceTB/SmolLM2-135M,0.443145,0.322000
openbookqa,40,1,Qwen/Qwen3-1.7B,0.490498,0.412000
sciq,40,1,openbmb/MiniCPM-2B-sft-bf16,0.809772,0.830000
sciq,40,1,ibm-granite/granite-3.0-2b-instruct,0.845783,0.781000
sciq,40,1,bigscience/bloom-1b7,0.479309,0.576000
sciq,40,1,Qwen/Qwen2.5-1.5B-Instruct,0.655281,0.682000
sciq,40,1,Qwen/Qwen2.5-3B-Instruct,0.648181,0.630000
sciq,40,1,mistralai/Mistral-7B-v0.1,0.818221,0.827000
sciq,40,1,stabilityai/stablelm-2-zephyr-1_6b,0.479309,0.505000
sciq,40,1,Qwen/Qwen1.5-4B,0.586085,0.609000
sciq,40,1,HuggingFaceTB/SmolLM2-135M,0.713416,0.690000
sciq,40,1,Qwen/Qwen3-1.7B,0.785885,0.804000
arc_challenge,40,2,deepseek-ai/deepseek-llm-7b-base,0.336866,0.325085
arc_challenge,40,2,meta-llama/Llama-3.2-3B,0.534838,0.466724
arc_challenge,40,2,nvidia/Nemotron-Mini-4B-Instruct,0.483310,0.440273
arc_challenge,40,2,google/gemma-2-2b,0.573973,0.509386
arc_challenge,40,2,Qwen/Qwen3-1.7B,0.535207,0.419795
arc_challenge,40,2,mistralai/Mistral-7B-v0.1,0.535207,0.529010
arc_challenge,40,2,microsoft/Phi-3.5-mini-instruct,0.535207,0.479522
arc_challenge,40,2,google/gemma-2-2b-it,0.483310,0.430034
arc_challenge,40,2,stabilityai/stablelm-zephyr-3b,0.434471,0.364334
arc_challenge,40,2,Qwen/Qwen2.5-0.5B,0.346800,0.314846
openbookqa,40,2,deepseek-ai/deepseek-llm-7b-base,0.308654,0.330000
openbookqa,40,2,meta-llama/Llama-3.2-3B,0.408568,0.438000
openbookqa,40,2,nvidia/Nemotron-Mini-4B-Instruct,0.442070,0.432000
openbookqa,40,2,google/gemma-2-2b,0.389224,0.446000
openbookqa,40,2,Qwen/Qwen3-1.7B,0.499724,0.412000
openbookqa,40,2,mistralai/Mistral-7B-v0.1,0.430389,0.430000
openbookqa,40,2,microsoft/Phi-3.5-mini-instruct,0.529638,0.458000
openbookqa,40,2,google/gemma-2-2b-it,0.523530,0.438000
openbookqa,40,2,stabilityai/stablelm-zephyr-3b,0.501183,0.410000
openbookqa,40,2,Qwen/Qwen2.5-0.5B,0.447020,0.362000
sciq,40,2,deepseek-ai/deepseek-llm-7b-base,0.566006,0.628000
sciq,40,2,meta-llama/Llama-3.2-3B,0.817848,0.870000
sciq,40,2,nvidia/Nemotron-Mini-4B-Instruct,0.646996,0.677000
sciq,40,2,google/gemma-2-2b,0.817848,0.906000
sciq,40,2,Qwen/Qwen3-1.7B,0.817848,0.804000
sciq,40,2,mistralai/Mistral-7B-v0.1,0.817848,0.827000
sciq,40,2,microsoft/Phi-3.5-mini-instruct,0.646996,0.571000
sciq,40,2,google/gemma-2-2b-it,0.646996,0.687000
sciq,40,2,stabilityai/stablelm-zephyr-3b,0.646996,0.622000
sciq,40,2,Qwen/Qwen2.5-0.5B,0.586952,0.635000
arc_challenge,40,3,HuggingFaceTB/SmolLM2-1.7B-Instruct,0.443272,0.410410
arc_challenge,40,3,deepseek-ai/deepseek-llm-7b-base,0.481919,0.325085
arc_challenge,40,3,HuggingFaceTB/SmolLM-1.7B,0.522060,0.456485
arc_challenge,40,3,google/gemma-2-2b,0.616828,0.509386
arc_challenge,40,3,openbmb/MiniCPM-2B-sft-bf16,0.616828,0.481229
arc_challenge,40,3,Qwen/Qwen2.5-7B,0.557829,0.503413
arc_challenge,40,3,Qwen/Qwen2.5-0.5B,0.410038,0.314846
arc_challenge,40,3,stabilityai/stablelm-3b-4e1t,0.532704,0.393345
arc_challenge,40,3,HuggingFaceTB/SmolLM2-1.7B,0.532704,0.463311
arc_challenge,40,3,Qwen/Qwen1.5-4B,0.486797,0.389932
openbookqa,40,3,HuggingFaceTB/SmolLM2-1.7B-Instruct,0.419938,0.450000
openbookqa,40,3,deepseek-ai/deepseek-llm-7b-base,0.485203,0.330000
openbookqa,40,3,HuggingFaceTB/SmolLM-1.7B,0.444201,0.416000
openbookqa,40,3,google/gemma-2-2b,0.466018,0.446000
openbookqa,40,3,openbmb/MiniCPM-2B-sft-bf16,0.485203,0.454000
openbookqa,40,3,Qwen/Qwen2.5-7B,0.442907,0.476000
openbookqa,40,3,Qwen/Qwen2.5-0.5B,0.333538,0.362000
openbookqa,40,3,stabilityai/stablelm-3b-4e1t,0.434171,0.400000
openbookqa,40,3,HuggingFaceTB/SmolLM2-1.7B,0.404395,0.406000
openbookqa,40,3,Qwen/Qwen1.5-4B,0.457580,0.394000
sciq,40,3,HuggingFaceTB/SmolLM2-1.7B-Instruct,0.506629,0.639000
sciq,40,3,deepseek-ai/deepseek-llm-7b-base,0.616762,0.628000
sciq,40,3,HuggingFaceTB/SmolLM-1.7B,0.814332,0.836000
sciq,40,3,google/gemma-2-2b,0.891451,0.906000
sciq,40,3,openbmb/MiniCPM-2B-sft-bf16,0.848016,0.830000
sciq,40,3,Qwen/Qwen2.5-7B,0.659732,0.792000
sciq,40,3,Qwen/Qwen2.5-0.5B,0.717719,0.635000
sciq,40,3,stabilityai/stablelm-3b-4e1t,0.659732,0.764000
sciq,40,3,HuggingFaceTB/SmolLM2-1.7B,0.824330,0.832000
sciq,40,3,Qwen/Qwen1.5-4B,0.703244,0.609000
arc_challenge,40,4,mistralai/Mistral-7B-Instruct-v0.3,0.586513,0.545222
arc_challenge,40,4,ibm-granite/granite-3.1-2b-base,0.522607,0.468430
arc_challenge,40,4,bigscience/bloom-560m,0.204819,0.231229
arc_challenge,40,4,microsoft/Phi-3-mini-4k-instruct,0.571500,0.525597
arc_challenge,40,4,Qwen/Qwen2-1.5B,0.425567,0.371160
arc_challenge,40,4,HuggingFaceH4/zephyr-7b-beta,0.653153,0.511945
arc_challenge,40,4,Qwen/Qwen2.5-Coder-7B,0.628107,0.471843
arc_challenge,40,4,Qwen/Qwen1.5-4B,0.425567,0.389932
arc_challenge,40,4,deepseek-ai/deepseek-coder-1.3b-base,0.185134,0.236348
arc_challenge,40,4,h2oai/h2o-danube2-1.8b-base,0.428478,0.382253
openbookqa,40,4,mistralai/Mistral-7B-Instruct-v0.3,0.508572,0.508000
openbookqa,40,4,ibm-granite/granite-3.1-2b-base,0.521729,0.412000
openbookqa,40,4,bigscience/bloom-560m,0.192139,0.284000
openbookqa,40,4,microsoft/Phi-3-mini-4k-instruct,0.542847,0.492000
openbookqa,40,4,Qwen/Qwen2-1.5B,0.386960,0.386000
openbookqa,40,4,HuggingFaceH4/zephyr-7b-beta,0.580843,0.502000
openbookqa,40,4,Qwen/Qwen2.5-Coder-7B,0.542847,0.446000
openbookqa,40,4,Qwen/Qwen1.5-4B,0.487425,0.394000
openbookqa,40,4,deepseek-ai/deepseek-coder-1.3b-base,0.294947,0.266000
openbookqa,40,4,h2oai/h2o-danube2-1.8b-base,0.418954,0.400000
sciq,40,4,mistralai/Mistral-7B-Instruct-v0.3,0.805870,0.798000
sciq,40,4,ibm-granite/granite-3.1-2b-base,0.841103,0.839000
sciq,40,4,bigscience/bloom-560m,0.339391,0.507000
sciq,40,4,microsoft/Phi-3-mini-4k-instruct,0.657323,0.752000
sciq,40,4,Qwen/Qwen2-1.5B,0.604668,0.639000
sciq,40,4,HuggingFaceH4/zephyr-7b-beta,0.767990,0.764000
sciq,40,4,Qwen/Qwen2.5-Coder-7B,0.684998,0.759000
sciq,40,4,Qwen/Qwen1.5-4B,0.576959,0.609000
sciq,40,4,deepseek-ai/deepseek-coder-1.3b-base,0.555022,0.462000
sciq,40,4,h2oai/h2o-danube2-1.8b-base,0.767990,0.707000
arc_challenge,50,0,Qwen/Qwen2.5-1.5B-Instruct,0.494172,0.398464
arc_challenge,50,0,allenai/OLMo-2-1124-7B-Instruct,0.601636,0.512799
arc_challenge,50,0,HuggingFaceTB/SmolLM2-360M-Instruct,0.445946,0.357509
arc_challenge,50,0,meta-llama/Llama-3.2-3B,0.553190,0.466724
arc_challenge,50,0,tiiuae/Falcon3-3B-Base,0.537789,0.465870
arc_challenge,50,0,Qwen/Qwen1.5-4B,0.514905,0.389932
arc_challenge,50,0,bigscience/bloomz-1b7,0.383080,0.326792
arc_challenge,50,0,ibm-granite/granite-3.1-2b-instruct,0.577337,0.436860
arc_challenge,50,0,google/gemma-2-2b,0.587867,0.509386
arc_challenge,50,0,deepseek-ai/deepseek-llm-7b-base,0.445946,0.325085
openbookqa,50,0,Qwen/Qwen2.5-1.5B-Instruct,0.467434,0.436000
openbookqa,50,0,allenai/OLMo-2-1124-7B-Instruct,0.496575,0.512000
openbookqa,50,0,HuggingFaceTB/SmolLM2-360M-Instruct,0.383497,0.394000
openbookqa,50,0,meta-llama/Llama-3.2-3B,0.446935,0.438000
openbookqa,50,0,tiiuae/Falcon3-3B-Base,0.383861,0.378000
openbookqa,50,0,Qwen/Qwen1.5-4B,0.466644,0.394000
openbookqa,50,0,bigscience/bloomz-1b7,0.314074,0.360000
openbookqa,50,0,ibm-granite/granite-3.1-2b-instruct,0.522499,0.418000
openbookqa,50,0,google/gemma-2-2b,0.485486,0.446000
openbookqa,50,0,deepseek-ai/deepseek-llm-7b-base,0.400847,0.330000
sciq,50,0,Qwen/Qwen2.5-1.5B-Instruct,0.655614,0.682000
sciq,50,0,allenai/OLMo-2-1124-7B-Instruct,0.652672,0.820000
sciq,50,0,HuggingFaceTB/SmolLM2-360M-Instruct,0.674987,0.630000
sciq,50,0,meta-llama/Llama-3.2-3B,0.903873,0.870000
sciq,50,0,tiiuae/Falcon3-3B-Base,0.849054,0.825000
sciq,50,0,Qwen/Qwen1.5-4B,0.541942,0.609000
sciq,50,0,bigscience/bloomz-1b7,0.781842,0.803000
sciq,50,0,ibm-granite/granite-3.1-2b-instruct,0.794460,0.701000
sciq,50,0,google/gemma-2-2b,0.901145,0.906000
sciq,50,0,deepseek-ai/deepseek-llm-7b-base,0.633835,0.628000
arc_challenge,50,1,Qwen/Qwen2-0.5B,0.422485,0.290956
arc_challenge,50,1,Qwen/Qwen2.5-3B-Instruct,0.501251,0.415529
arc_challenge,50,1,HuggingFaceTB/SmolLM2-360M,0.415976,0.379693
arc_challenge,50,1,microsoft/Phi-3-mini-4k-instruct,0.687201,0.525597
arc_challenge,50,1,microsoft/phi-1_5,0.492625,0.471843
arc_challenge,50,1,google/gemma-3-1b-it,0.356393,0.369454
arc_challenge,50,1,Qwen/Qwen2.5-1.5B-Instruct,0.565067,0.398464
arc_challenge,50,1,HuggingFaceTB/SmolLM2-135M,0.431045,0.302901
arc_challenge,50,1,bigscience/bloom-560m,0.237851,0.231229
arc_challenge,50,1,Qwen/Qwen2.5-Math-7B,0.592601,0.495734
openbookqa,50,1,Qwen/Qwen2-0.5B,0.340687,0.328000
openbookqa,50,1,Qwen/Qwen2.5-3B-Instruct,0.545132,0.446000
openbookqa,50,1,HuggingFaceTB/SmolLM2-360M,0.334840,0.356000
openbookqa,50,1,microsoft/Phi-3-mini-4k-instruct,0.522967,0.492000
openbookqa,50,1,microsoft/phi-1_5,0.442129,0.484000
openbookqa,50,1,google/gemma-3-1b-it,0.513163,0.362000
openbookqa,50,1,Qwen/Qwen2.5-1.5B-Instruct,0.469080,0.436000
openbookqa,50,1,HuggingFaceTB/SmolLM2-135M,0.363268,0.322000
openbookqa,50,1,bigscience/bloom-560m,0.193928,0.284000
openbookqa,50,1,Qwen/Qwen2.5-Math-7B,0.403414,0.406000
sciq,50,1,Qwen/Qwen2-0.5B,0.510668,0.558000
sciq,50,1,Qwen/Qwen2.5-3B-Instruct,0.591326,0.630000
sciq,50,1,HuggingFaceTB/SmolLM2-360M,0.800810,0.785000
sciq,50,1,microsoft/Phi-3-mini-4k-instruct,0.661514,0.752000
sciq,50,1,microsoft/phi-1_5,0.784376,0.724000
sciq,50,1,google/gemma-3-1b-it,0.576861,0.557000
sciq,50,1,Qwen/Qwen2.5-1.5B-Instruct,0.692388,0.682000
sciq,50,1,HuggingFaceTB/SmolLM2-135M,0.681302,0.690000
sciq,50,1,bigscience/bloom-560m,0.510668,0.507000
sciq,50,1,Qwen/Qwen2.5-Math-7B,0.803478,0.811000
arc_challenge,50,2,google/gemma-2-2b,0.571787,0.509386
arc_challenge,50,2,google/gemma-2-2b-it,0.490482,0.430034
arc_challenge,50,2,google/gemma-2b,0.445560,0.432594
arc_challenge,50,2,Qwen/Qwen2.5-3B,0.541222,0.453925
arc_challenge,50,2,bigscience/bloom-7b1,0.341523,0.318259
arc_challenge,50,2,bigscience/bloom-3b,0.431221,0.286689
arc_challenge,50,2,bigscience/bloom-1b1,0.355696,0.261092
arc_challenge,50,2,allenai/OLMo-2-1124-7B,0.571787,0.558020
arc_challenge,50,2,mistralai/Mistral-7B-v0.3,0.710893,0.522184
arc_challenge,50,2,meta-llama/Llama-3.2-3B,0.490482,0.466724
openbookqa,50,2,google/gemma-2-2b,0.421670,0.446000
openbookqa,50,2,google/gemma-2-2b-it,0.472042,0.438000
openbookqa,50,2,google/gemma-2b,0.412324,0.372000
openbookqa,50,2,Qwen/Qwen2.5-3B,0.448378,0.460000
openbookqa,50,2,bigscience/bloom-7b1,0.327109,0.338000
openbookqa,50,2,bigscience/bloom-3b,0.253802,0.304000
openbookqa,50,2,bigscience/bloom-1b1,0.215161,0.286000
openbookqa,50,2,allenai/OLMo-2-1124-7B,0.461771,0.474000
openbookqa,50,2,mistralai/Mistral-7B-v0.3,0.597780,0.446000
openbookqa,50,2,meta-llama/Llama-3.2-3B,0.422506,0.438000
sciq,50,2,google/gemma-2-2b,0.876062,0.906000
sciq,50,2,google/gemma-2-2b-it,0.669756,0.687000
sciq,50,2,google/gemma-2b,0.782929,0.822000
sciq,50,2,Qwen/Qwen2.5-3B,0.751401,0.757000
sciq,50,2,bigscience/bloom-7b1,0.581843,0.623000
sciq,50,2,bigscience/bloom-3b,0.616635,0.613000
sciq,50,2,bigscience/bloom-1b1,0.479893,0.543000
sciq,50,2,allenai/OLMo-2-1124-7B,0.876062,0.902000
sciq,50,2,mistralai/Mistral-7B-v0.3,0.831003,0.833000
sciq,50,2,meta-llama/Llama-3.2-3B,0.863795,0.870000
arc_challenge,50,3,meta-llama/Llama-3.2-1B-Instruct,0.454758,0.354096
arc_challenge,50,3,stabilityai/stablelm-3b-4e1t,0.566411,0.393345
arc_challenge,50,3,openai-community/gpt2-xl,0.255042,0.279863
arc_challenge,50,3,Qwen/Qwen2-7B,0.601397,0.499147
arc_challenge,50,3,bigscience/bloom-7b1,0.295845,0.318259
arc_challenge,50,3,tiiuae/Falcon3-7B-Base,0.601397,0.531570
arc_challenge,50,3,deepseek-ai/deepseek-coder-6.7b-base,0.505695,0.303754
arc_challenge,50,3,Qwen/Qwen2.5-7B-Instruct,0.511089,0.449659
arc_challenge,50,3,meta-llama/Llama-3.2-3B-Instruct,0.454758,0.438567
arc_challenge,50,3,Qwen/Qwen2.5-7B,0.601397,0.503413
openbookqa,50,3,meta-llama/Llama-3.2-1B-Instruct,0.347520,0.386000
openbookqa,50,3,stabilityai/stablelm-3b-4e1t,0.472935,0.400000
openbookqa,50,3,openai-community/gpt2-xl,0.291118,0.292000
openbookqa,50,3,Qwen/Qwen2-7B,0.384836,0.464000
openbookqa,50,3,bigscience/bloom-7b1,0.270585,0.338000
openbookqa,50,3,tiiuae/Falcon3-7B-Base,0.424002,0.394000
openbookqa,50,3,deepseek-ai/deepseek-coder-6.7b-base,0.466628,0.332000
openbookqa,50,3,Qwen/Qwen2.5-7B-Instruct,0.452432,0.464000
openbookqa,50,3,meta-llama/Llama-3.2-3B-Instruct,0.419404,0.424000
openbookqa,50,3,Qwen/Qwen2.5-7B,0.472935,0.476000
sciq,50,3,meta-llama/Llama-3.2-1B-Instruct,0.560982,0.572000
sciq,50,3,stabilityai/stablelm-3b-4e1t,0.791709,0.764000
sciq,50,3,openai-community/gpt2-xl,0.506888,0.551000
sciq,50,3,Qwen/Qwen2-7B,0.659125,0.755000
sciq,50,3,bigscience/bloom-7b1,0.506888,0.623000
sciq,50,3,tiiuae/Falcon3-7B-Base,0.859349,0.858000
sciq,50,3,deepseek-ai/deepseek-coder-6.7b-base,0.755582,0.626000
sciq,50,3,Qwen/Qwen2.5-7B-Instruct,0.506888,0.612000
sciq,50,3,meta-llama/Llama-3.2-3B-Instruct,0.755582,0.734000
sciq,50,3,Qwen/Qwen2.5-7B,0.711517,0.792000
arc_challenge,50,4,meta-llama/Llama-3.2-3B-Instruct,0.467735,0.438567
arc_challenge,50,4,deepseek-ai/deepseek-coder-6.7b-base,0.487028,0.303754
arc_challenge,50,4,meta-llama/Llama-3.2-3B,0.467735,0.466724
arc_challenge,50,4,Qwen/Qwen3-1.7B,0.361196,0.419795
arc_challenge,50,4,Qwen/Qwen3-4B,0.467735,0.514505
arc_challenge,50,4,google/gemma-3-1b-it,0.422267,0.369454
arc_challenge,50,4,google/gemma-2b,0.467735,0.432594
arc_challenge,50,4,mistralai/Mistral-7B-Instruct-v0.1,0.487028,0.472696
arc_challenge,50,4,stabilityai/stablelm-2-1_6b,0.308006,0.389932
arc_challenge,50,4,HuggingFaceTB/SmolLM2-360M,0.361196,0.379693
openbookqa,50,4,meta-llama/Llama-3.2-3B-Instruct,0.444431,0.424000
openbookqa,50,4,deepseek-ai/deepseek-coder-6.7b-base,0.374721,0.332000
openbookqa,50,4,meta-llama/Llama-3.2-3B,0.478005,0.438000
openbookqa,50,4,Qwen/Qwen3-1.7B,0.416739,0.412000
openbookqa,50,4,Qwen/Qwen3-4B,0.419993,0.456000
openbookqa,50,4,google/gemma-3-1b-it,0.462390,0.362000
openbookqa,50,4,google/gemma-2b,0.416739,0.372000
openbookqa,50,4,mistralai/Mistral-7B-Instruct-v0.1,0.442600,0.432000
openbookqa,50,4,stabilityai/stablelm-2-1_6b,0.390129,0.402000
openbookqa,50,4,HuggingFaceTB/SmolLM2-360M,0.319529,0.356000
sciq,50,4,meta-llama/Llama-3.2-3B-Instruct,0.753906,0.734000
sciq,50,4,deepseek-ai/deepseek-coder-6.7b-base,0.695318,0.626000
sciq,50,4,meta-llama/Llama-3.2-3B,0.883221,0.870000
sciq,50,4,Qwen/Qwen3-1.7B,0.789313,0.804000
sciq,50,4,Qwen/Qwen3-4B,0.852644,0.866000
sciq,50,4,google/gemma-3-1b-it,0.695318,0.557000
sciq,50,4,google/gemma-2b,0.751726,0.822000
sciq,50,4,mistralai/Mistral-7B-Instruct-v0.1,0.789313,0.764000
sciq,50,4,stabilityai/stablelm-2-1_6b,0.819563,0.773000
sciq,50,4,HuggingFaceTB/SmolLM2-360M,0.751726,0.785000
arc_challenge,60,0,HuggingFaceTB/SmolLM2-360M-Instruct,0.438640,0.357509
arc_challenge,60,0,openai-community/gpt2-xl,0.270859,0.279863
arc_challenge,60,0,01-ai/Yi-6B,0.593872,0.482935
arc_challenge,60,0,bigscience/bloomz-1b7,0.363411,0.326792
arc_challenge,60,0,EleutherAI/gpt-j-6b,0.337176,0.355802
arc_challenge,60,0,HuggingFaceTB/SmolLM-1.7B,0.529357,0.456485
arc_challenge,60,0,mistralai/Mistral-7B-Instruct-v0.1,0.527101,0.472696
arc_challenge,60,0,bigscience/bloom-1b1,0.252565,0.261092
arc_challenge,60,0,bigscience/bloom-3b,0.377250,0.286689
arc_challenge,60,0,mistralai/Mistral-7B-v0.1,0.598686,0.529010
openbookqa,60,0,HuggingFaceTB/SmolLM2-360M-Instruct,0.479409,0.394000
openbookqa,60,0,openai-community/gpt2-xl,0.340435,0.292000
openbookqa,60,0,01-ai/Yi-6B,0.412113,0.432000
openbookqa,60,0,bigscience/bloomz-1b7,0.323503,0.360000
openbookqa,60,0,EleutherAI/gpt-j-6b,0.365280,0.354000
openbookqa,60,0,HuggingFaceTB/SmolLM-1.7B,0.408697,0.416000
openbookqa,60,0,mistralai/Mistral-7B-Instruct-v0.1,0.563207,0.432000
openbookqa,60,0,bigscience/bloom-1b1,0.268951,0.286000
openbookqa,60,0,bigscience/bloom-3b,0.323503,0.304000
openbookqa,60,0,mistralai/Mistral-7B-v0.1,0.461879,0.430000
sciq,60,0,HuggingFaceTB/SmolLM2-360M-Instruct,0.672999,0.630000
sciq,60,0,openai-community/gpt2-xl,0.481113,0.551000
sciq,60,0,01-ai/Yi-6B,0.808749,0.851000
sciq,60,0,bigscience/bloomz-1b7,0.848366,0.803000
sciq,60,0,EleutherAI/gpt-j-6b,0.604139,0.680000
sciq,60,0,HuggingFaceTB/SmolLM-1.7B,0.849940,0.836000
sciq,60,0,mistralai/Mistral-7B-Instruct-v0.1,0.764666,0.764000
sciq,60,0,bigscience/bloom-1b1,0.544445,0.543000
sciq,60,0,bigscience/bloom-3b,0.509693,0.613000
sciq,60,0,mistralai/Mistral-7B-v0.1,0.814614,0.827000
arc_challenge,60,1,Qwen/Qwen2.5-0.5B,0.371030,0.314846
arc_challenge,60,1,Qwen/Qwen3-4B,0.494318,0.514505
arc_challenge,60,1,tiiuae/Falcon3-7B-Base,0.580620,0.531570
arc_challenge,60,1,Qwen/Qwen2.5-7B-Instruct,0.515954,0.449659
arc_challenge,60,1,mistralai/Mistral-7B-v0.3,0.677857,0.522184
arc_challenge,60,1,google/gemma-3-4b-it,0.473611,0.430887
arc_challenge,60,1,deepseek-ai/deepseek-coder-6.7b-base,0.455148,0.303754
arc_challenge,60,1,Qwen/Qwen2.5-3B,0.548632,0.453925
arc_challenge,60,1,mistralai/Mistral-7B-v0.1,0.574882,0.529010
arc_challenge,60,1,Qwen/Qwen2.5-0.5B-Instruct,0.371030,0.324232
openbookqa,60,1,Qwen/Qwen2.5-0.5B,0.344247,0.362000
openbookqa,60,1,Qwen/Qwen3-4B,0.461098,0.456000
openbookqa,60,1,tiiuae/Falcon3-7B-Base,0.420019,0.394000
openbookqa,60,1,Qwen/Qwen2.5-7B-Instruct,0.527820,0.464000
openbookqa,60,1,mistralai/Mistral-7B-v0.3,0.611892,0.446000
openbookqa,60,1,google/gemma-3-4b-it,0.537965,0.490000
openbookqa,60,1,deepseek-ai/deepseek-coder-6.7b-base,0.399117,0.332000
openbookqa,60,1,Qwen/Qwen2.5-3B,0.518621,0.460000
openbookqa,60,1,mistralai/Mistral-7B-v0.1,0.611892,0.430000
openbookqa,60,1,Qwen/Qwen2.5-0.5B-Instruct,0.394944,0.376000
sciq,60,1,Qwen/Qwen2.5-0.5B,0.654869,0.635000
sciq,60,1,Qwen/Qwen3-4B,0.795357,0.866000
sciq,60,1,tiiuae/Falcon3-7B-Base,0.866272,0.858000
sciq,60,1,Qwen/Qwen2.5-7B-Instruct,0.616204,0.612000
sciq,60,1,mistralai/Mistral-7B-v0.3,0.810567,0.833000
sciq,60,1,google/gemma-3-4b-it,0.716951,0.740000
sciq,60,1,deepseek-ai/deepseek-coder-6.7b-base,0.616204,0.626000
sciq,60,1,Qwen/Qwen2.5-3B,0.707695,0.757000
sciq,60,1,mistralai/Mistral-7B-v0.1,0.810567,0.827000
sciq,60,1,Qwen/Qwen2.5-0.5B-Instruct,0.616204,0.537000
arc_challenge,60,2,HuggingFaceTB/SmolLM-1.7B,0.585992,0.456485
arc_challenge,60,2,ibm-granite/granite-3.0-2b-instruct,0.524166,0.443686
arc_challenge,60,2,Qwen/Qwen2.5-Coder-7B,0.515974,0.471843
