criterion_id	scenario_id	buckets	n_buckets	criterion
te_0441_c02	te_0441	compound_multipart;hedging;not_a_requirement	3	The number of distinct planar embeddings is determined by the number of vertices, edges, and faces of the graph. However, calculating this number is not straightforward and often relies on complex mathematical formulas.
te_0442_c02	te_0442	not_a_requirement;vague_qualifier	2	A good answer should list a couple of important real-world applications, and briefly explain how planar graphs play a role in these applications.
te_0443_c01	te_0443	not_a_requirement	1	A rephrase should alter the form (words and ordering of the words) of the question without modifying its meaning.
te_0443_c02	te_0443	compound_multipart;not_a_requirement	2	Rephrase the question in a simpler way. For example, use short sentences.
te_0444_c03	te_0444	vague_qualifier	1	Suggest to prove it by induction or using the well order property
te_0445_c01	te_0445	not_a_requirement	1	Indicate that it is a hard problem
te_0445_c03	te_0445	compound_multipart;not_a_requirement	2	Each circle contains $2(n-1)$ vertices and $2(n-1)$ edges. Every edge belongs to only one circle while every vertex belongs to exactly two circles
te_0445_c04	te_0445	not_a_requirement	1	The recursion is $c(n)=c(n-1)+2(n-1)$, while the direct solution is $c(n)=n^2-n+2$
te_0446_c03	te_0446	not_a_requirement	1	Remark the student is counting many subsets twice
te_0446_c04	te_0446	compound_multipart;not_a_requirement	2	Correctly identifies that the student had a typo in his process. According to this argument, the conclusion should be $n\cdot s(n-1)+1$
te_0447_c01	te_0447	not_a_requirement	1	Recall the axioms of an equivalence relation.
te_0447_c02	te_0447	not_a_requirement	1	Prove reflexivity thanks to the identity map.
te_0447_c03	te_0447	not_a_requirement	1	Prove transitivity by explaining that the composition of two isomorphisms is an isomorphism.
te_0447_c04	te_0447	not_a_requirement	1	Prove symmetry by considering the inverse of an isomorphism.
te_0448_c01	te_0448	not_a_requirement	1	Indicate that the proof is wrong.
te_0448_c02	te_0448	compound_multipart	1	Provide a counter-example. Any counter-example requires at least 4 vertices.
te_0450_c01	te_0450	not_a_requirement	1	The argument given is correct and does not use the proposed equivalence.
te_0451_c01	te_0451	not_a_requirement	1	First list: Conditional and contrapositive are true.
te_0451_c02	te_0451	not_a_requirement	1	Second list: converse and inverse are true.
te_0451_c03	te_0451	not_a_requirement	1	The other statements are false.
te_0452_c01	te_0452	not_a_requirement	1	A wizard is never late, nor is he early.
te_0452_c02	te_0452	not_a_requirement	1	Also acceptable: A wizard is never late, and a wizard is never early.
te_0453_c01	te_0453	compound_multipart;not_a_requirement;over_specified	3	Difficult question: This implies that the formula $t=\int d t=\int \dfrac{d heta}{\sqrt{2\left(c+\omega^{2} \cos \theta\right)}}\nonumber$ cannot be used to determine the period $T$ directly as coming back to the original position implies changing the sign of the derivative of $\theta$. Hence the choice of computing the quarter period instead (i.e. between $\theta_0$ and $0$).
te_0454_c01	te_0454	not_a_requirement	1	$\omega^2\cos(\theta)$ replaced by a primive/antiderivatire of $-F$ applied to $\theta$ in the formula.
te_0455_c01	te_0455	not_a_requirement	1	Determining boundary/initial conditions for the pair $(\theta,\ddot{\theta})$.
te_0456_c01	te_0456	compound_multipart;not_a_requirement;over_specified	3	The domain of numerical solutions to differential equations show how we can visualize them, by numerically computing approximate solutions and plotting them. The simplest approach is a method like using a slope field, or computing a numerical approximation via the Euler method of an initial-value problem, which at each discretization point takes a small step along the value in which the derivative of the functions points to (which, in case of a, say, first order equation we know, since the right-hand side is given explicitly
te_0456_c02	te_0456	not_a_requirement	1	there exists software that helps with vizualizing ODEs
te_0457_c01	te_0457	not_a_requirement	1	$y$ is typically taken to be defined on an interval
te_0457_c02	te_0457	not_a_requirement	1	The question is non-trivial, since defining the maximal interval on which a solution of an ODE is defined is non-trivial
te_0458_c01	te_0458	not_a_requirement	1	They help build a repertoire of concrete examples, in order to illustrate the later theory
te_0458_c02	te_0458	not_a_requirement	1	They are useful in concrete applications, where a closed-form solution sometimes is necessary
te_0459_c02	te_0459	not_a_requirement	1	This captures the intuitive idea of a periodic function, which returns to and repeats its state after a given time interval.
te_0460_c01	te_0460	compound_multipart	1	Identifies and points out to the student that they are confused
te_0460_c03	te_0460	not_a_requirement	1	sine functions correspond to pure musical tones, but combining pure tones can give very complex sounds
te_0460_c05	te_0460	not_a_requirement	1	If the student is asking such a question, it's important to clarify the mistunderstanding with the use of concrete examples, and not just theoretical explanations
te_0461_c01	te_0461	not_a_requirement	1	the phase of a sine function is the term (2\pi*f*t + T), where f is the frequency and T is the phase shift
te_0462_c03	te_0462	hedging;not_a_requirement	2	the teacher could explain that these two points lead to important geometric insights about function spaces
te_0463_c01	te_0463	not_a_requirement	1	the passage discusses some of the history behind fourier analysis
te_0463_c02	te_0463	not_a_requirement	1	it introduces basic concepts about sine functions
te_0463_c03	te_0463	not_a_requirement	1	it explains that fourrier analysis seeks to understand different kinds of signals through their periodic components, i.e. sine functions
te_0464_c01	te_0464	not_a_requirement	1	This is a notational issue
te_0464_c02	te_0464	not_a_requirement	1	The given equation relates _values_ of $S$, while equation (2) relates _functions_
te_0464_c03	te_0464	not_a_requirement	1	To make sure taking this limit is possible and leads to a differential equation, $S$ needs to be defined (at least) on an interval
te_0465_c01	te_0465	hedging;not_a_requirement;observational_verdict	3	It is a general fact that the continuous versions are often easier to treat than the discrete ones
te_0465_c02	te_0465	compound_multipart;not_a_requirement	2	The discrete case of the logistic equation is difficult, because, depending on the value of the parameter $r$, it becomes chaotic. Understanding the behavior in those cases becomes technically challenging as phenomena such as period doubling occur
te_0465_c03	te_0465	not_a_requirement	1	A graphical-numerical way to highlight the complicated behavior of the discrete version, that makes it plausible that a general, closed-form solution does not exist, are bifurcation diagrams, whose plots highlight
te_0466_c01	te_0466	not_a_requirement	1	Since $S$ denotes an investment, it should be defined for positive numbers
te_0466_c02	te_0466	not_a_requirement	1	Since we want to take the derivative of $S$, it needs to be defined on a continuum (not just positive integers)
te_0466_c03	te_0466	not_a_requirement	1	The most sensible domain of definition is $[0,\infty)
te_0467_c02	te_0467	under_specified	1	Mention Fourier series.
te_0468_c01	te_0468	not_a_requirement	1	A method to find one solution to a differential equation.
te_0468_c03	te_0468	not_a_requirement	1	There is no guarantee we will find a solution that way.
te_0468_c04	te_0468	hedging;not_a_requirement	2	Even if we find one solution using that method, there might be other solutions.
te_0468_c05	te_0468	not_a_requirement	1	Some other solutions can then be found by superposition.
te_0469_c01	te_0469	not_a_requirement	1	It appears the student is concerned with a potential issue with division by zero.
te_0469_c02	te_0469	compound_multipart;not_a_requirement;over_specified	3	A potential explanation goes as follows: First proceed symbolically assuming that there is no problem with dividing by zero. Once we get a candidate solution through this method, then we have to check that it works. Because of the potential division by zero, this is not automatic. To summarise, first guess a solution by making extra assumptions, then check it indeed works.
te_0470_c01	te_0470	not_a_requirement;under_specified	2	Orthogonality and normalisation
te_0470_c02	te_0470	not_a_requirement;under_specified	2	Differential equation
te_0471_c01	te_0471	compound_multipart;not_a_requirement	2	This is the Taylor (MacLaurin) series of that function. In this particular case, it is also known as the binomial series
te_0471_c02	te_0471	not_a_requirement	1	Formal series are equal if they have the same coeficients
te_0472_c01	te_0472	not_a_requirement	1	Recall what odd and even functions are
te_0472_c02	te_0472	not_a_requirement	1	The $n$-Legengre polynomials are odd for $n$ odd and even for $n$ even
te_0473_c01	te_0473	not_a_requirement	1	Recall the definition of inner product for functions
te_0474_c01	te_0474	not_a_requirement	1	The center approximation cannot be used in the boundary of the domain
te_0474_c02	te_0474	compound_multipart;hedging;not_a_requirement	3	We may only know approximately the function (e.g. restrictions on data availability). In that case, depending on the properties of the approximation, we should use one or other difference approximation
te_0474_c03	te_0474	compound_multipart;not_a_requirement;over_specified	3	Our aim is to study numerical methods for ODEs. Using these different approximations, we will derive different numerical methods with different numerical properties (e.g. stability). For example, in the Euler method, we obtain respectively the forward Euler method, the backward Euler method and the midpoint method
te_0475_c01	te_0475	not_a_requirement	1	A discrete real function can always be identified with a real vector by writing it as a tuple
te_0475_c02	te_0475	compound_multipart;not_a_requirement	2	The real question is why we identify discrete functions with vectors. This identification implicitly indicates that we will use linear algebra to handle discretisations and this is the reason why we should think of them as vectors
te_0476_c01	te_0476	not_a_requirement	1	This is because of the Picard-Lindelof theorem
te_0476_c02	te_0476	not_a_requirement;under_specified	2	We are asuming smoothness
te_0476_c03	te_0476	not_a_requirement;under_specified	2	Physical intuition of movement
te_0477_c02	te_0477	hedging;not_a_requirement	2	Recall that, in finite dimensional case, fixed some bases, they could be represented as matrices
te_0477_c03	te_0477	hedging;not_a_requirement;vague_qualifier	3	It might be good to give an example
te_0478_c01	te_0478	not_a_requirement	1	Remark this is an arbitrary choice
te_0479_c01	te_0479	not_a_requirement	1	Two vectors have the same image if and only if their difference lies in the kernel
te_0480_c01	te_0480	not_a_requirement	1	The image of a generating set by a linear map is a generating set of the image
te_0480_c02	te_0480	not_a_requirement	1	Every generating set contains a base
te_0481_c01	te_0481	not_a_requirement	1	the text already explains how to find the cube roots of $i$
te_0481_c02	te_0481	hedging;not_a_requirement	2	the teacher could vary the example by finding the cube roots of a different number, e.g. with magnitude not equal to one, or they could look at fourth roots and walk through the example in a similar way
te_0482_c01	te_0482	not_a_requirement	1	you find the polar form of a complex number by computing the norm and the argument
te_0483_c01	te_0483	compound_multipart;not_a_requirement	2	The symbol i stands for the imaginary unit. Its defining property is that squares to -1, which is something that no real number can satisfy,
te_0484_c01	te_0484	compound_multipart;not_a_requirement	2	This is referring to the equations cos(a+b)=cos(a)cos(b)- sin(a)sin(b) and sin(a+b)=sin(a)cos(b)+cos(a)sin(b).
te_0485_c01	te_0485	not_a_requirement	1	There are formulas for cubic and quartic equations, but they are much more complicated than the quadratic formula.
te_0485_c02	te_0485	compound_multipart;not_a_requirement	2	Equations of degree at least 5 do not admit a similar formula! This is a famous theorem from 19th century proved by Abel and Ruffini.
te_0486_c01	te_0486	not_a_requirement	1	Prove that these are the only ones.
te_0487_c01	te_0487	not_a_requirement	1	Complex numbers, unlike real numbers, are algebraically closed: every non-constant polynomial has complex roots.
te_0487_c02	te_0487	compound_multipart;not_a_requirement	2	Linear algebra with complex number coefficients behaves more regularly than with real number coefficients. For example: a square matrix always has eigenvalues with complex coefficients.
te_0489_c01	te_0489	hedging;not_a_requirement	2	(PDP^-1)^T = (P^-1)^T D P^T, which might be different from PDP^-1.
te_0490_c01	te_0490	not_a_requirement	1	This is indeed correct: a symmetric matrix with real entries is diagonalizable with real eigenvalues.
te_0490_c02	te_0490	not_a_requirement	1	Symmetric matrix is diagonalizable by an orthogonal matrix.
te_0491_c01	te_0491	compound_multipart;not_a_requirement	2	Lemma 2 contains the following: trace(A+B) = trace(A)+trace(B). trace(kA) = k*trace(A), trace(AB) = trace(BA). A correct answer should prove all of the three above.
te_0491_c02	te_0491	not_a_requirement	1	There are multiple approaches to prove each property.
te_0493_c01	te_0493	compound_multipart;not_a_requirement	2	first find the eigenvalues. There are several ways of doing this, either by solving systems of equations or by computing the roots of the characteristic polynomial
te_0493_c02	te_0493	not_a_requirement	1	second try to find a basis of eigenvectors corresponding to each eigenvalue
te_0493_c03	te_0493	not_a_requirement	1	finally apply the change of basis formula
te_0493_c04	te_0493	hedging;not_a_requirement	2	the teacher could remind the student that not every matrix is diagonalizable
te_0494_c02	te_0494	not_a_requirement	1	A and B are similar as long as there exists ANY matrix so that A = P^{-1}BP.
te_0494_c03	te_0494	not_a_requirement	1	The identity matrix satisfies A = I{-1}AI therefore A \sim A.
te_0495_c02	te_0495	under_specified	1	explain the steps
te_0496_c01	te_0496	not_a_requirement;observational_verdict	2	yes, the student is correct
te_0496_c02	te_0496	compound_multipart;not_a_requirement	2	maybe provide a proof of this fact. This simply involves the fact that the conjugate operation distributes through sums and products
te_0497_c01	te_0497	compound_multipart;not_a_requirement	2	if an n by n matrix has exactly n linearly independent eigenvectors, then it is diagonalizable
te_0498_c02	te_0498	under_specified	1	give an example
te_0499_c01	te_0499	not_a_requirement	1	Example 1 is about matrix diagnolization.
te_0499_c02	te_0499	compound_multipart;not_a_requirement;vague_qualifier	3	A good output should contain a set of diverse questions. That is, questions that are only different by numerical values are not preferred.
te_0500_c01	te_0500	compound_multipart;not_a_requirement	2	(P D P^-1)^100 = (P D P^-1)(P D P^-1)...(P D P^-1). The intermediate P's and P^{-1}'s cancel each other, leaving P D^100 P^-1.
te_0501_c02	te_0501	not_a_requirement;under_specified	2	Explanation of the above.
te_0501_c03	te_0501	not_a_requirement	1	Eigenvalues are roots of the char poly.
te_0503_c01	te_0503	not_a_requirement	1	Zero matrix is diagonal, with all diagonal elements equal to 0.
te_0504_c01	te_0504	not_a_requirement;observational_verdict	2	Yes. explain that the matrix is diagonal with respect to the basis consisting of the two eigenvectors corresponding to 3, and the eigenvector corresponding to 2
te_0505_c02	te_0505	not_a_requirement	1	at the heart of the proof lies the fact that the characteristic polynomial is zero iff the matrix $M - x*I$ is not invertible, which means that it has non-trivial kernel.
te_0506_c01	te_0506	not_a_requirement;under_specified	2	simplify matrix calculations
te_0507_c01	te_0507	not_a_requirement	1	to show this, we can conjugate by a permutation matrix
te_0508_c01	te_0508	not_a_requirement;under_specified	2	The statement is false.
te_0508_c02	te_0508	compound_multipart	1	Provide an example that is not diagonalisable. For instance unipotent matrix that is not the identity.
te_0508_c03	te_0508	not_a_requirement	1	Having one eigenvector does not imply having a basis of eigenvectors.
te_0509_c01	te_0509	not_a_requirement	1	list a bunch of the typical ones
te_0509_c02	te_0509	not_a_requirement	1	definitely cite the fundamental theorem of algebra over the complex numbers, and the relation with the characteristic polynomial
te_0511_c01	te_0511	compound_multipart;not_a_requirement	2	Diagonalisable matrices do not form a vector space. The question does not make sense.
te_0512_c02	te_0512	hedging;not_a_requirement	2	perhaps gives a proof of the existence of an eigenvalue
te_0513_c01	te_0513	not_a_requirement	1	there are lots of possible answers, but explain that there's a few basic operations that need to be composed
te_0513_c02	te_0513	not_a_requirement	1	the main operations are scalar multiplication, swapping vector and rotation
te_0514_c01	te_0514	compound_multipart;not_a_requirement;over_specified	3	The main idea behind the proof is to assign the correct values, that lead to the desired outcome of matrix $A$ to the standard bases in Euclidean space - and then, since a linear map is determined by the values on the bases elements, computer $A$
te_0515_c01	te_0515	not_a_requirement	1	the columns give the resulting positions of the 2 basis vectors
te_0515_c02	te_0515	not_a_requirement	1	observe how it acts on the unit square
te_0516_c01	te_0516	not_a_requirement	1	one should multiply the corresponding matrices left-ward, in the correct order
te_0516_c02	te_0516	under_specified	1	give a concrete example
te_0517_c01	te_0517	compound_multipart;not_a_requirement;over_specified	3	A linear map is defined by the values the map has on the basis elements of the domain. Thus, it depends on whether each line is spanned by a vector from the basis of the vector space: Only in that case do lines uniquely determine the linear map
te_0518_c01	te_0518	not_a_requirement;vague_qualifier	2	This question isn't well formulated: The right question is whether matrices and _maps_ are in bijective correspondence to each other (which is true)
te_0519_c01	te_0519	not_a_requirement	1	The condition of linearity makes it impossible to be transformed to a point cloud - but they can actually be transformed to just a single point, namely the zero point
te_0519_c02	te_0519	compound_multipart;not_a_requirement;over_specified	3	"This text didn't get this point entirely correct actually, since the map that maps everything to the origin is linear - but does not map straight lines to straight lines; more correct would have been to say something along the lines of ""non-degenerate linear map straight lines to straight lines"""
te_0520_c01	te_0520	not_a_requirement	1	"list all the primary transformations in the text (this is a classic ""what does the text say"" question)"
te_0521_c01	te_0521	not_a_requirement	1	for a unit square, being sheared means it gets transformed into a paralleogram after a matrix transformation
te_0522_c01	te_0522	not_a_requirement	1	two vectors are orthogonal when they have dot product 0
te_0523_c02	te_0523	under_specified	1	gives a concrete example
te_0524_c01	te_0524	not_a_requirement	1	for any vector that lies in the plane, it will be perpendicular to the given vector
te_0525_c01	te_0525	not_a_requirement	1	a unit vector is a vector with length one
te_0525_c02	te_0525	hedging;not_a_requirement	2	the teacher could remind the student of the definition of vector norm, and perhaps give examples of unit vectors in the plane
te_0526_c01	te_0526	not_a_requirement	1	the two terms are equivalent
te_0526_c02	te_0526	not_a_requirement	1	usually, people use orthogonal for general n dim vectors, and perpendicular for 2 dimensional vectors
te_0527_c01	te_0527	not_a_requirement	1	detail the steps to find the coordinate of a vector given a basis
te_0528_c01	te_0528	not_a_requirement	1	the image of a matrix is the span of the resulting vectors of a basis after transformation
te_0528_c02	te_0528	not_a_requirement	1	therefore the image of a matrix is the span of the matrix columns
te_0529_c01	te_0529	not_a_requirement;vague_qualifier	2	basing on the circumstance, choosing a good basis can simplify the coordinates of a vector in that basis
te_0529_c02	te_0529	not_a_requirement	1	for $R^n$, the standard basis is usually chosen because of its simplicity
te_0530_c01	te_0530	not_a_requirement	1	the teacher should give the definition of a basis: linear independence and span
te_0531_c01	te_0531	not_a_requirement	1	because the order of the basis determines the order of the coordinates of vectors in that basis
te_0531_c02	te_0531	not_a_requirement	1	also it can help put a matrix in a more simple form
te_0532_c01	te_0532	not_a_requirement	1	a basis consisting of eigenvectors of a matrix exists if and only if the matrix is diagonalizable
te_0532_c02	te_0532	compound_multipart;hedging;not_a_requirement	3	the teacher could give an example of a matrix that is not diagonalizable. For example, over the real numbers, a rotation matrix.
te_0533_c01	te_0533	not_a_requirement;observational_verdict	2	yes, choose $P$ or $P^{-1}$ is important
te_0533_c02	te_0533	compound_multipart;not_a_requirement	2	matrix multiplication is not commutative. Therefore the order of multiplication matters.
te_0534_c02	te_0534	not_a_requirement	1	the order of the eigenvalues on the diagonal corresponds to the order of the eigeinvectors in the change of basis matrix
te_0535_c01	te_0535	compound_multipart	1	explain that we can start by finding eigenvalues, and then find the corresponding eigenvectors of any repeated eigenvalues
te_0536_c01	te_0536	compound_multipart;not_a_requirement	2	if a matrix is diagonalizable, there exists a basis of eigenvectors. The eigenvectors form the columns of the change of basis matrix that diagonalizes the given matrix
te_0537_c01	te_0537	not_a_requirement;vague_qualifier	2	A good answer should correctly provide geometric intuitions for each step in formulating the perpendicular line.
te_0538_c01	te_0538	not_a_requirement;vague_qualifier	2	A good output should contain multiple questions.
te_0538_c02	te_0538	compound_multipart;not_a_requirement	2	The questions should be diverse. That is, a set of questions that are only different in numerical values is not preferred.
te_0539_c02	te_0539	not_a_requirement	1	Inductively, project $v_i$ onto the span of the previous $v_j$, and subtract this projection from $v_i$
te_0540_c01	te_0540	not_a_requirement	1	we will get a different orthogonal basis for the same span
te_0540_c02	te_0540	not_a_requirement	1	the individual vectors can be completely different
te_0541_c01	te_0541	not_a_requirement;vague_qualifier	2	A good response should refer the student to carefully read the equations immediately above section 1, which explains why Gram-Schemit works in three dimensional space.
te_0542_c01	te_0542	not_a_requirement;observational_verdict	2	It is possible to modify the algorithm to allow it to handle the case when the vectors are not linearly independent
te_0542_c02	te_0542	compound_multipart;not_a_requirement	2	If at step i, we find a zero vector, then we directly jump to the next step.
te_0543_c01	te_0543	not_a_requirement	1	The Gram-Schmidt procedure produces a set of orthogonal vectors that span the original space
te_0544_c01	te_0544	not_a_requirement	1	When you project a vector onto a subspace (any dimension), and subtract the result, you get a vector orthogonal to the subspace
te_0544_c02	te_0544	not_a_requirement	1	Projection onto an n dimensional subspace, on the other hand, can be accomplished by adding the projections onto the n individual members of an orthogonal basis.
te_0546_c02	te_0546	vague_qualifier	1	distinguish clearly between the pivot and non-pivot variables
te_0548_c03	te_0548	hedging;not_a_requirement	2	Could point out that column 6 is the negative of column 2, which entails the result
te_0549_c01	te_0549	not_a_requirement	1	resate what the matrix in consideration is
te_0549_c02	te_0549	compound_multipart	1	gives concrete calculations, and explain all the steps
te_0550_c02	te_0550	under_specified	1	explain step by step
te_0552_c02	te_0552	hedging;not_a_requirement	2	possibly cite the story of solving degree 3 polynomials
te_0553_c01	te_0553	not_a_requirement;observational_verdict	2	it is needed in simplifying division
te_0553_c02	te_0553	not_a_requirement	1	potentially other geometric and holomorphic interpretations
te_0554_c01	te_0554	not_a_requirement	1	Recall that, with a slight abuse of notation, we are writing $ \langle a \rangle $ for $ \langle (a) \rangle $
te_0554_c03	te_0554	not_a_requirement	1	Only provides clarification on the statement, as the student requested.
te_0555_c01	te_0555	compound_multipart;not_a_requirement	2	In fact, there is no real problem with the sequence (1,0,1) and the student is right to realise this. The real problem is with sequences that end in zero. For example, the naive coding cannot distinguish between (1), (1,0) and (1,0,0).
te_0556_c01	te_0556	compound_multipart;not_a_requirement	2	There is a typo in the text. It should be $\mathbb{N}^{< \mathbb{N}}$.
te_0557_c01	te_0557	not_a_requirement	1	There are many valid ways of defining an encoding
te_0557_c02	te_0557	compound_multipart;not_a_requirement;vague_qualifier	3	The encoding used in the text has some good arithmetic properties. In particular, properties about the sequences are related to arithmetic properties about the codes, making easy to study the sequences using the codes
te_0558_c01	te_0558	not_a_requirement	1	LCD stands for lowest-common denominator
te_0558_c02	te_0558	not_a_requirement	1	to add or subtract fractions, it's customary to first convert the fractions to the LCD
te_0559_c01	te_0559	hedging	1	Note that to multiply mixed numbers, it's often easier to convert them back into fractions
te_0559_c02	te_0559	not_a_requirement	1	Here it's useful to give some examples of manipulating fractions and mixed numbers
te_0561_c01	te_0561	not_a_requirement;observational_verdict	2	Indeed, she runs for a total of $7$ miles, but that is not what the exercise asked
te_0561_c02	te_0561	not_a_requirement	1	the exercise asked for the distance
te_0561_c03	te_0561	not_a_requirement	1	the distance it the hypothenuse that the legs of right-angled triangle form along which the runner runs
te_0562_c01	te_0562	not_a_requirement	1	This is a legitimate question since the exercise withholds some information, and without external knowledge about the constants involved Reynolds number can't be answered
te_0562_c02	te_0562	not_a_requirement	1	Because $\rho, u, D$ are all positive numbers
te_0562_c03	te_0562	compound_multipart;not_a_requirement	2	If a fraction is composed only of positive numbers and the numerator stays fixed, but the denominator increases, then we divide by something larger, so the final result will be smaller
te_0563_c01	te_0563	not_a_requirement	1	The base has length $3$ ft, thus the base area is $9$ ft
te_0563_c02	te_0563	not_a_requirement	1	The height is double the base, so $6$ ft
te_0563_c03	te_0563	not_a_requirement	1	The volume is base area times height, so $9 \times 6 = 54$ ft
te_0563_c04	te_0563	not_a_requirement	1	The units are $\text{ft}^3$, since you multiply the two base lengths by the height
te_0565_c01	te_0565	vague_qualifier	1	Explain that a good way of approaching this is to first ignore the negative signs and do the question like everything is positive.
te_0567_c01	te_0567	not_a_requirement	1	Recall the definition of dot product
te_0568_c02	te_0568	not_a_requirement	1	Explaint that the angle of direction is obtained from the definition of the tangent trigonometric function
te_0569_c01	te_0569	not_a_requirement	1	Recall what the standard position of a vector is
te_0569_c03	te_0569	compound_multipart	1	Explain that the final position of a vector with standard position $⟨v_1,v_2⟩$ starting at point $(a_1,a_2)$ must be $(a_1+v_1,a_2+v_2)$. Thus, the geometric and algebraic interpretations of vector addition agree
te_0570_c01	te_0570	compound_multipart;not_a_requirement	2	If $u$ is a unit vector, $-u$ is also a unit vector. It has the same `direction', but oposite orientation, so it is unique depending of whether you consider direction and orientation together or separately.
te_0570_c02	te_0570	compound_multipart;not_a_requirement;over_specified	3	If $u$ is a unit vector, any other translate of $u$ at a different starting position (i.e. same stadard position but a different starting point) is a unit vector of the same direction. If you consider two such vectors as different, then unit vectors are not unique.
te_0571_c01	te_0571	not_a_requirement	1	Write x, x' and y, y' for the pairs of vertical angles formed at the intersection of two lines
te_0571_c04	te_0571	not_a_requirement	1	So x+y = x' + y and we deduce x = x'.
te_0572_c01	te_0572	not_a_requirement	1	a straight angle does indeed look like a straight line
te_0572_c02	te_0572	not_a_requirement	1	a straight angle has a designated point, from which the angle is measured
te_0572_c03	te_0572	hedging;not_a_requirement	2	one could say that a single line exemplifies many straight angles, if one chooses different points from which to measure the angle
te_0573_c01	te_0573	not_a_requirement	1	A reflex angle is larger than 180 degrees
te_0573_c02	te_0573	not_a_requirement	1	Even though a reflex angle becomes less than 180 degrees if we look at it from the reverse orientation, it's important to distinguish reflex angles
te_0573_c03	te_0573	compound_multipart	1	Note that there are many situations where people talk about reflex angles. For example, reading the time on a clock
te_0574_c01	te_0574	observational_verdict	1	The answer is 90 degrees
te_0575_c02	te_0575	not_a_requirement	1	This can be seen by a quick computation.
te_0576_c01	te_0576	not_a_requirement	1	General transformations are compositions of translations, dilations and rotations.
te_0577_c02	te_0577	not_a_requirement;vague_qualifier	2	A good response should outline a proof of the rephrasing.
te_0579_c01	te_0579	not_a_requirement	1	A cline is a concept used to refer to circles in the extended complex plane, or, equivalently, the Riemann sphere
te_0579_c02	te_0579	not_a_requirement	1	the terminology also makes sense because we can think of lines in the complex plane as meeting at infinity, in which case they look like a circle.
te_0579_c03	te_0579	not_a_requirement	1	A cline is also sometimes called a circline
te_0580_c01	te_0580	not_a_requirement	1	The structure of the theorem is in two steps
te_0580_c02	te_0580	compound_multipart	1	show first that if $ad-bc\neq 0$, then $T$ is onto and injective
te_0580_c03	te_0580	compound_multipart;not_a_requirement	2	Then argue by contradiction that if $ad - bc = 0$, then $T$ cannot be a transformation
te_0580_c04	te_0580	not_a_requirement	1	Observe that the proof mostly relies on basic algebra tricks.
te_0581_c01	te_0581	compound_multipart	1	Explain that Theorem 3.4.6 relies on the fact that polynomials of degree at most 2 have 1,2 or infinitely many roots in the complex numbers. This is a basic consequence of the fundamental theorem of algebra.
te_0582_c01	te_0582	compound_multipart;not_a_requirement	2	Remember that you should map the 3 starting points to 0,1 and infinity. And then map those to the 3 end points, and compose the functions
te_0583_c02	te_0583	not_a_requirement	1	For the first point, point out that this is a $1^\infty$ inditerminate, which is solved using the limit definition of $e$
te_0583_c03	te_0583	not_a_requirement	1	For the second and third part of the problem, recall l'Hopital's rule or the approximations of sinh via Taylor
te_0583_c04	te_0583	under_specified	1	Do not solve it.
te_0584_c01	te_0584	not_a_requirement	1	Indicate that it is left as Exercise 1 in the text
te_0584_c02	te_0584	not_a_requirement	1	Recall the general form of Möbius transformations
te_0584_c04	te_0584	compound_multipart;not_a_requirement;over_specified	3	Recall that one of the properties of Möbius transformations is that they map the inversion respect at circline of a point to the inversion respect to the image circline of the image point. In this case, since the Möbius transformation preserves the circle and $z_0$ is mapped to $0$, $z_0^*$ is mapped to $\infty$.
te_0584_c05	te_0584	compound_multipart;not_a_requirement	2	Conclude that it has the form $c\frac{z-z_0}{1+kzz_0}$. Conclude that $\frac{1}{\sqrt{|k|}}$ is mapped to $c$, so $|c|=\frac{1}{\sqrt{|k|}}$.
te_0585_c01	te_0585	compound_multipart;not_a_requirement;observational_verdict	3	No. The solution is $0.008483\ \mbox{light-year}^{-2}$
te_0585_c02	te_0585	not_a_requirement	1	Recall the exact formula and the approximation for small parallax
te_0585_c03	te_0585	compound_multipart	1	Note that the student probably made a conversion mistake. Recall the conversion arcsecond to radian and astronomical unit to light-year
te_0587_c02	te_0587	not_a_requirement;under_specified	2	Recommend the following: 'FLAT-PEG'
te_0588_c01	te_0588	compound_multipart	1	Identifies and points out to the student that they are confused about the relationship between blood osmolarity and hydration
te_0589_c01	te_0589	compound_multipart	1	Identifies and points out to the student that they are confused.
te_0589_c02	te_0589	not_a_requirement	1	Decussation is responsible for contralateral control.
te_0590_c02	te_0590	not_a_requirement	1	The homunculus describes which regions of the cortex encode information about particular areas of the body.
te_0591_c01	te_0591	compound_multipart	1	Identifies and points out to the student that they have confused Brodmann's region and Broca's area.
te_0591_c03	te_0591	not_a_requirement	1	Broca's area is implicated in speech production issues.
te_0592_c01	te_0592	not_a_requirement;under_specified	2	Neuronal responses are nonlinear
te_0592_c02	te_0592	not_a_requirement	1	After a certain point, neuronal responses will saturated
te_0592_c03	te_0592	hedging;not_a_requirement	2	GABAergic inputs may help keep the postsynaptic neuron in a non-saturating response regime
te_0593_c01	te_0593	compound_multipart	1	Identifies and points out to the student that they are confused
te_0594_c01	te_0594	compound_multipart	1	Identifies and points out to the student that they are confused about an analaogy the author made
te_0595_c01	te_0595	not_a_requirement	1	NMDA is actually an ionotropic receptor.
te_0595_c02	te_0595	compound_multipart	1	Identifies and points out to the student that they have confused NMDA with metabotropic receptors, such as mGlu.
te_0596_c02	te_0596	not_a_requirement	1	Initial depolarization due to AMPA binding glutamate.
