bucket	criterion_id	decision	before	after	rationale																		11
compound_multipart;not_a_requirement	te_0370_c02	reword	"If the numerator were to contain a much more complicated expression, then this wouldn't be possible"	States that the shortcut fails when the numerator or denominator is a more complicated expression that cannot be solved by inspection.	Reworded the bare observation into a positively framed requirement on the tutor's response.																		
not_a_requirement;observational_verdict	te_0371_c01	flag_for_human	"Indeed, what the text presents is a cookbook recipe"	"Asserts that the textbook's method is just a common method, not the only way."	"This fragment is an observational aside, not a checkable requirement on the tutor's response, and cannot be salvaged into a gradeable action without inventing new scope."																		
hedging;not_a_requirement	te_0371_c02	reword	"From a mathematical perspective it is not necessary to proceed in that way, one could, for example, also start with some of the other steps"	States that rewriting the inequality so only zero is on the right side is not strictly necessary and that other valid approaches exist.	Removed hedging and framed it as a positive requirement on the tutor's response affirming the student's intuition.																		
not_a_requirement	te_0373_c01	reword	Relations are sets with special properties and so are functions.	"Confirms that relations are sets and that functions are relations, so functions are also sets."	Reframed the bare statement into a positive requirement on the tutor's response addressing the student's question.																		
not_a_requirement	te_0373_c02	reword	Recall the definitions of relations and functions to illustrate.	Provides the definitions of relations and functions to illustrate the explanation.	Reframed the bare instruction as a checkable requirement on the tutor's response using a 3rd-person action verb.																		
not_a_requirement;observational_verdict	te_0374_c01	reword	"No, this merely requires you to instantiate the previous definition of the cartesian product"	States that Z^2 is not something to prove but is simply an instance of the previously given definition of the cartesian product.	Converted the bare verdict into a checkable requirement on the tutor's response while preserving the substance.																		
not_a_requirement	te_0375_c01	reword	"Obviously $m \sim_{R} m = m-m=0$ is even, so it is reflexive"	States that R is reflexive because m-m=0 is even for every integer m.	Reframed the observation into a positively framed requirement on the tutor's response and removed the informal 'obviously'.																		
compound_multipart;not_a_requirement	te_0375_c02	reword	"If $m \sim_{R} n$, and $n \sim_{R} p$, then $m-n$ and $n-p$ are even. Adding two even numbers results in an even number, so $m-p$ is also even, and hence $m \sim_{R} p$, so the relation is transitive"	"Shows transitivity by stating that if m−n and n−p are even, then their sum m−p is even, hence m∼p"	"Reframed as a single requirement on the tutor's response proving transitivity, removing the multipart derivation restatement."																		
compound_multipart;not_a_requirement	te_0375_c03	flag_for_human	"If $m \sim_{R} n$, then $m-n$ is even; but the negative of this, $-(m-n)=n-m$ is also even, which means that $n \sim_{R} m$, hence the relationship is symmetric"	"Explain that if $m \sim_{R} n$, then $m-n$ is even; but the negative of this, $-(m-n)=n-m$ is also even, which means that $n \sim_{R} m$, hence the relationship is symmetric"	"The criterion's embedded content is factually wrong: showing m~n implies n~m demonstrates symmetry, not antisymmetry, so it cannot be reworded without correcting the math."																		
not_a_requirement	te_0375_c04	flag_for_human	"A reflexive, transitive and antisymmetric relation is and equivalence relation"	"Explain that a reflexive, transitive and symmetric relation is and equivalence relation"	"The embedded content is factually wrong: an equivalence relation is reflexive, symmetric, and transitive, not antisymmetric, so it cannot be reworded without correcting substance."																		
compound_multipart;not_a_requirement	te_0376_c01	split	The equality is false. Take A=D and B and C empty.	States that the equality is false. ||| Provides a counterexample such as A=D with B and C empty.	Bundles a verdict and a supporting counterexample into two independent checkable requirements.																		
not_a_requirement	te_0376_c02	reword	Bonus: The inclusion from right to left is however true.	States that the right-to-left inclusion (A ∩ C) ∪ (B ∩ D) ⊆ (A ∪ B) ∩ (C ∪ D) holds.	Reframed the 'bonus' note into a positive checkable requirement on the tutor's response about the valid inclusion direction.																		
not_a_requirement;observational_verdict	te_0377_c01	reword	"Yes, it is possible to explicitly construct the set of integers, out of the set of natural numbers"	States that the set of integers can be explicitly constructed from the set of natural numbers	"Converted the affirmation into a positively framed requirement on the tutor's response, removing the verdict-style phrasing."																		
not_a_requirement	te_0377_c02	reword	"The set of natural numbers can be rigorously constructed from a given foundational system of axioms, such as ZFC"	States that the set of natural numbers can be rigorously constructed from a foundational axiom system such as ZFC.	Reframed the bare fact as a positively framed requirement on the tutor's response.																		
not_a_requirement	te_0378_c01	reword	The limit of the convergent subsequence is the limit of the Cauchy sequence.	States that the limit of the convergent subsequence is also the limit of the full Cauchy sequence.	Reframed the bare fact as a positive requirement on the tutor's response.																		
not_a_requirement	te_0379_c01	reword	The proof does not work.	States that the student's proof does not work.	Reframed the bare verdict as a checkable requirement on the tutor's response.																		
not_a_requirement	te_0379_c02	reword	"Have to first extract a subsequence of $(x_k)_{k=1}^\infty$ along indices $(k_i)_{i=1}^\infty$ and, later, a subsequence of $(y_{k_i})_{i=1}^\infty$."	"Explains that one must first extract a convergent subsequence of $(x_k)$ along indices $(k_i)$, then extract a convergent subsequence of $(y_{k_i})$ (rather than indexing $x$ and $y$ independently)."	Reframed the bare mathematical note as a positive requirement on the tutor's explanation.																		
compound_multipart	te_0380_c01	reword	"Point out a counter-example. For instance, the real numbers with the Euclidean metric are complete but not compact."	"Provides a counterexample showing a complete metric space that is not compact, such as the real numbers with the Euclidean metric."	Combined the instruction and its example into one checkable requirement on the tutor's response.																		
not_a_requirement;observational_verdict	te_0381_c01	reword	"No, since elements in a set are not allowed to repeat eachother"	"States that sets do not contain repeated elements, so A ∪ B = {1, 2, 3, 4} rather than {1, 2, 3, 3, 4}."	Reframed the bare verdict into a positive requirement on the tutor's response with the corrected set.																		
not_a_requirement	te_0382_c01	reword	$P$ is the symbol that denotes any specified property that $x$ needs to satisfy	States that P denotes a specified property or condition that x must satisfy.	Reframed the bare fact into a positively framed requirement on the tutor's response.																		
not_a_requirement	te_0382_c02	drop	"Simply stating this in words is non-rigorous; but making it rigorous is cumbersome, since an entire formal apparatus needs to be set up, by carefully defining a formal language, and showing how $P$ can be constructed in this language"	X	"This is expository commentary about rigor, not a checkable requirement on the tutor's response."																		
compound_multipart;not_a_requirement;over_specified	te_0383_c01	reword	"The first given example is $(\forall n \in N)(\exists m \in N) \hskip 5pt m > n$. This is true because for any $n$ you would pick, you can think of an $m$ that satisfies the mentioned condition, i.e., that is bigger than $n$; for example, if you pick $n=123$, you can think of $m=321$ which is greater than $123$"	"Explains that $(\forall n \in N)(\exists m \in N)\ m > n$ is true because for any chosen $n$ one can find a natural $m$ greater than $n$, since $m$ may depend on $n$."	"Reframed as a single requirement on the tutor's response, removing the illustrative example while preserving the core explanation."																		
compound_multipart;not_a_requirement;over_specified	te_0383_c02	reword	"The second example is $(\exists m \in N)(\forall n \in N) \hskip 5pt m > n$. If such an $m$ would exist, it would have to be bigger than any other number $n$. But what if we choose $n=m+1$? Our $m$ would have to satisfy $m > m+1$. But this is false. Hence the statement cannot be true"	"Explains that $(\exists m \in N)(\forall n \in N)\ m > n$ is false because a single fixed $m$ cannot exceed every natural $n$, e.g. it fails for $n = m+1$."	"Reframed the reference explanation as a single positively framed requirement on the tutor's response, preserving the mathematical argument."																		
not_a_requirement	te_0384_c01	reword	First terms are all zero.	States that all the Taylor polynomial terms are zero because every derivative of Cauchy's function at 0 equals zero.	Reframed the bare observation into a checkable requirement on the tutor's response.																		
not_a_requirement	te_0384_c02	reword	Integral term is equal to the original function.	States that the integral remainder term equals the original function f(x) (since all Taylor polynomial terms are zero).	Reframed the bare observation into a checkable requirement on the tutor's response.																		
not_a_requirement	te_0385_c01	reword	Write $f''$ as an integral in $f'''$.	Rewrites $f''(a)(x-a)$ or the remainder term via integration by parts to express the remainder in terms of an integral involving $f'''$.	Reframed the terse imperative as a checkable requirement on the tutor's response describing the next induction step.																		
not_a_requirement	te_0385_c02	reword	For the general case: use integration by part on the integral term by choosing to differentiate once more the f^{(n+1)} factor in the integrand.	"States that the general inductive step applies integration by parts to the integral remainder term, differentiating the f^{(n+1)}(t) factor in the integrand."	"Reframed the instruction as a positively framed, checkable requirement on the tutor's response."																		
not_a_requirement	te_0386_c01	reword	Systematic way to compute an approximation by polynomials.	States that Taylor's formula provides a systematic way to compute a polynomial approximation of a function.	Reworded the bare noun phrase into a positively framed requirement on the tutor's response.																		
not_a_requirement	te_0388_c01	reword	The notation $\lim_{n \to \infty } x_n = c$ says that the sequence $(x_n)$ gets arbitrarily closer to $c$ when $n$ becomes very large.	Explains that the notation $\lim_{n \to \infty} x_n = c$ means the sequence $(x_n)$ gets arbitrarily close to $c$ as $n$ becomes very large.	Reframed the bare fact into a positively framed requirement on the tutor's response.																		
negation_double	te_0389_c01	reword	Explain that we're not allowed to assume that the sequence $(x_n)$ has a limit without further explanation	"Explains that the alleged proof incorrectly assumes the sequence $(x_n)$ converges, when no such convergence is guaranteed by its construction."	"Reworded into a positively framed requirement on the tutor's response, removing the double-negation phrasing."																		
hedging;not_a_requirement	te_0389_c02	flag_for_human	"Could note that sequences of rational numbers don't always converge to rationals, so we need to use extra properties of the real numbers for this proof to go through."	"Notes that sequences of rational numbers don't always converge to rationals, so we need to use extra properties of the real numbers."	"This is an optional 'could note' nicety, not a checkable requirement, and cannot be salvaged into a firm requirement without inventing scope."																		
not_a_requirement	te_0390_c01	reword	This notation means that f(x) becomes very negative when x approaches 0 from above	Explains that the notation means f(x) decreases without bound (becomes very negative) as x approaches 0 from the right (positive side).	Reframed the bare fact as a positively-framed requirement on the tutor's response.																		
not_a_requirement	te_0391_c01	reword	$log_b$ is the inverse function of $b^{x}$.	States that $\log_b(x)$ is the inverse function of $b^x$.	Reframed the bare fact as a positive requirement on the tutor's response.																		
hedging;not_a_requirement	te_0391_c02	drop	The teacher could give several different explanations for this	X	This is a vague optional 'could' nicety that states no checkable requirement on the tutor's response.																		
compound_multipart;hedging;not_a_requirement	te_0391_c03	reword	"the teacher could explain that when b < 1, raising b to a bigger power results in a smaller number. So b^{x} is decreasing. As log_b(x) is the inverse, it is also decreasing"	"Explains that when b < 1, raising b to a larger power yields a smaller value, so b^x is decreasing, and therefore its inverse log_b(x) is also decreasing"	"Removed the hedging 'could' and reframed as a firm requirement on the tutor; the causal chain is a single argument, not independent requirements."																		
compound_multipart;not_a_requirement;over_specified	te_0391_c04	flag_for_human	"A more technical and complete explanation: when b < 1, note that $b^{x}$ can be written as $(1/c)^{x} where $c > 1$. A moment's thought shows that the inverse of this function is $log_c(1/x) = - log_c(x)$. Therefore the graph of $log_b$ looks like the graph of $log_c$ flipped around the $y$ axis."	"Explains that for b < 1, writing b = 1/c with c > 1 gives b^x = (1/c)^x, whose inverse is log_b(x) = -log_c(x) = log_c(1/x), so the graph of log_b is the graph of log_c reflected across the x-axis."	"The embedded math is questionable: the inverse of $b^x=(1/c)^x$ is $\log_{1/c}(x)=-\log_c(x)$, not $\log_c(1/x)$, and this reflection is across the x-axis, not the y-axis, so the content needs human verification before rewording."																		
compound_multipart;not_a_requirement	te_0391_c05	reword	a helpful way of explaining this in simpler terms is to write down a table of values of exponentiations of 1/2 and then flip the table. It's then clear that $log_{1/2}$ is decreasing	"Explains that a table of values for the exponential with base 1/2 (or a base less than 1), when inverted, shows that log base 1/2 is decreasing."	"Reframed the suggested teaching move into a positively framed requirement on the tutor's explanation, preserving the base-1/2 table-flip content."																		
not_a_requirement	te_0392_c01	reword	$log_b$ is the inverse of $b^{x}$	States that the logarithmic function $\log_b(x)$ is the inverse of the exponential function $b^x$.	Reframed the bare fact as a positively framed requirement on the tutor's response.																		
not_a_requirement	te_0392_c02	split	"the log is defined on $(0, \infty)$ and has range $(-\infty, \infty)$"	"States that the domain of the logarithmic function is $(0, \infty)$. ||| States that the range of the logarithmic function is $(-\infty, \infty)$."	The criterion bundles two independent facts (domain and range) and is not framed as a requirement on the tutor.																		
not_a_requirement;under_specified	te_0392_c03	reword	$log_b(1)=0$ and $log_b(b)=1$	States that log_b(1) = 0 and log_b(b) = 1.	Reworded the bare facts into a positively framed requirement on the tutor's response.																		
not_a_requirement	te_0392_c04	reword	"When $b > 1$, $log_b(x) \to -\infty$ as $x \to 0^+$ and $log_b(x) \to \infty$ as $x \to \infty$"	"States that when $b > 1$, $\log_b(x) \to -\infty$ as $x \to 0^+$ and $\log_b(x) \to \infty$ as $x \to \infty$."	Reframed the bare fact as a positively framed requirement on the tutor's response.																		
compound_multipart;not_a_requirement	te_0392_c05	reword	"When $b < 1$, we swap the limits. The graph is the negative of the graph for $1/b$"	"States that when the base b < 1, the logarithmic graph is decreasing and as x approaches 0 from the right, y approaches positive infinity."	Reframed the vague swap-the-limits statement into a checkable requirement on the tutor's response about the b<1 behavior.																		
compound_multipart;not_a_requirement;over_specified;vague_qualifier	te_0394_c01	reword	"This question is not well posed, since you are not given multiple integrals typically, but a single integral, to evaluate. The subsequent integral that arises in the computation obviously should all be defined on the same interval - otherwise even adding the integral does not make sense (supposing you use the version of integration by parts that pertains to definite integration)"	"Points out that integration by parts for a definite integral applies to a single integral over one interval, so the resulting terms are all defined on that same interval."	"Reframed the rambling observation into a single positive requirement on the tutor's response, removing hedging and restatement."																		
compound_multipart;not_a_requirement;observational_verdict	te_0395_c01	split	"Yes, that is possible, and with induction, you can define a version of integration by parts for every $n$, where you differentiate $n$ times. But in practice, such formulas come up rarely"	Confirms that the process can be applied repeatedly to obtain higher-order versions of integration by parts. ||| States that using induction one can define a version of integration by parts for every n where one differentiates n times. ||| States that such higher-order formulas come up rarely in practice.	"The criterion bundles a verdict and two independent factual claims, split into atomic tutor-action requirements."																		
not_a_requirement	te_0396_c01	reword	This is indeed a quick strategy	Confirms that the student's strategy of summing the two equations and dividing by two works to solve the integral.	Turned a bare affirmation into a checkable requirement that the tutor confirms the student's approach is valid.																		
not_a_requirement	te_0396_c02	reword	Should provide the same formula as the one found in Example 1.7.11 but with minimal effort.	States that adding the two equations and dividing by two yields the antiderivative formula ∫ e^x sin x dx = ½ e^x(sin x − cos x) + C.	"Removed the reference-comparison and vague 'minimal effort' phrasing, stating the substantive result the tutor must give directly."																		
compound_multipart;not_a_requirement;over_specified	te_0397_c01	reword	"To both! It depends on what kind of integrals you start with, and how you understand the formula from the beginning, $\int \frac{d}{dx}\left( F(x) \right) \, d{x} = F(x)+C$ whether it pertains to definite or indefinite integrals (there exist versions for both). The proof that was subsequently presented is identical in both cases, just relies on different versions of this mentioned formula"	"Explains that integration by parts applies to both definite and indefinite integrals, with corresponding versions of the formula for each."	"Reframed the verbose answer into a single positively-framed requirement on the tutor's response, preserving the core substantive point."																		
compound_multipart;not_a_requirement;over_specified	te_0397_c02	flag_for_human	"Establishing the formula $\int \frac{d}{dx}\left( F(x) \right) \, d{x} = F(x)+C$ for definite integrals requires a lot more work that for the indefinite integral. In this case, when proving integration by parts, one needs to be careful about the assumptions, i.e. that the products of the derivative with the function are actually Riemann-integrable, so that the definite integral makes sense (this is not mentioned in the book)"		"This is an expository note about proof subtleties, not a checkable requirement on the tutor's response, and its embedded claim about integrability assumptions cannot be salvaged into a gradeable action without inventing scope."																		
not_a_requirement	te_0398_c01	reword	"By considering Riemann integration, the limit is the integral of $(2x-1)e^{2x-1}$ between $0$ and $1$."	Identifies the limit as the Riemann integral of $(2x-1)e^{2x-1}$ from $0$ to $1$.	"Reframed the observation as a positive, checkable requirement on the tutor's response."																		
not_a_requirement	te_0398_c02	reword	Can apply integration by part with $u(x)=2x-1$ and $v(x)=e^{2x-1}$.	States that the resulting integral can be evaluated by integration by parts with $u(x)=2x-1$ and $v'(x)=e^{2x-1}$.	"Reframed the capability statement into a checkable requirement on the tutor's response, correcting v to v'."																		
not_a_requirement	te_0399_c01	reword	The integrand can be written as a product of two simpler functions one of which has a known antiderivative.	"States that integration by parts is indicated when the integrand can be written as a product of two simpler functions, one of which has a known antiderivative."	Reframed the bare fact as a positively framed requirement on the tutor's response.																		
not_a_requirement	te_0399_c02	reword	The integrand has no obvious antiderivative.	States that a tell for integration by parts is that the integrand has no obvious antiderivative.	Reframed a bare fact into a positive requirement on the tutor's response.																		
not_a_requirement	te_0399_c03	drop	There are other reasons valid in more specific situations.	X	"This is a vague observation, not a checkable requirement on the tutor's response, and cannot be salvaged by rewording."																		
not_a_requirement	te_0400_c01	flag_for_human	This is one of the fundamental theorems of analysis.	Inform the student that this equivalence is one of the fundamental theorems of analysis.	"This is a bare factual statement, not a checkable requirement on the tutor's response."																		
compound_multipart;not_a_requirement;over_specified	te_0400_c02	reword	"For it to make sense, $F$ needs to be differentiable on the entire interval, if $F$ denotes a definite integral. Unfortunately, the notation in this part of mathematics is ambiguous and the integral sign without specifying an integration can also denote the antiderivative (also called ""indefinite integral""); in this case, that formula is just a tautology"	States that the formula requires F to be differentiable on the entire interval for it to make sense.	"Distilled the bundled, discursive text into the single checkable requirement about F's differentiability, framed as a tutor action."																		
not_a_requirement	te_0401_c01	reword	Then you cannot apply the integration by parts formula	States that integration by parts cannot be applied when a suitable choice of u(x) and v'(x) cannot be found.	Reframed the bare statement into a positively framed requirement on the tutor's response.																		
not_a_requirement	te_0401_c02	reword	"This formula is not a way to help you integrate _every_ possible function you come along, but simply a tool that makes it easier to integrate _some_ functions - namely those for which you can find appropriate $u$ and $v$"	States that integration by parts does not apply to every integral and only helps when appropriate u and v can be chosen.	Reframed the descriptive statement as a positively framed requirement on the tutor's response.																		
not_a_requirement	te_0402_c01	reword	"This type of writing functions is typical for engineering domains, less so for mathematical domains, where one simply writes $u$ to mena a function, rather than $u(x)$, and meaning $x\mapsto u(x)"	"States that writing $u(x)$ to denote the function itself is common in engineering, whereas mathematics typically writes $u$ for the function and $u(x)$ for its value at $x$."	Reworded into a positively framed requirement on the tutor's response and fixed typos while preserving meaning.																		
not_a_requirement	te_0402_c02	reword	Using this notation to mean the functions $x\mapsto u(x)$ and $x\mapsto v(x)$ is a convention that applies since no specific $x$ wasn't brought into the discussion	"Explains that $u(x)$ and $v(x)$ here refer to the functions themselves (as a conventional notation), since no specific value of $x$ has been introduced."	Reframed the observation into a requirement on the tutor's response and removed the confusing double negative.																		
not_a_requirement	te_0403_c02	flag_for_human	The correct answer is $P(x)= a_1 + a_2 x \ldots + a_n x^{n-1}$	States that the derivative is P'(x) = a_1 + 2a_2 x + 3a_3 x^2 + ... + n a_n x^{n-1} = sum_{k=1}^{n} k a_k x^{k-1}.	"The embedded answer is factually wrong: the derivative of P should be $a_1 + 2a_2 x + \ldots + n a_n x^{n-1}$ (missing coefficient factors), so it needs human review."																		
compound_multipart	te_0404_c01	reword	"Consider the expression $\frac{cf(x+h)-cf(x)}{h}$. This is the same as $c\frac{f(x+h)-f(x)}{h}$. If we now take limits, the first yields $\frac{d}{dx}(cf(x)$, while the latter yields $ cf'(x)$"	"Sets up the difference quotient $\frac{cf(x+h)-cf(x)}{h}$, factors out $c$ to get $c\frac{f(x+h)-f(x)}{h}$, and takes the limit as $h\to 0$ to conclude $\frac{d}{dx}(cf(x))=cf'(x)$."	"This is a single mathematical argument (one proof), so it is reworded into one requirement rather than split, and framed as an action on the tutor's response."																		
not_a_requirement	te_0405_c01	reword	Mentione rules of differentiation used (e.g. linearity etc.)	"Identifies the rules of differentiation used, such as linearity and the power rule."	Reworded into a 3rd-person requirement on the tutor's response and fixed the typo.																		
not_a_requirement	te_0405_c02	reword	The correct answer is $5(-6x + 5)$	States that the derivative is $5(-6x+5)$ (equivalently $-30x+25$).	Reframed the bare answer as a checkable requirement on the tutor's response led by an action verb.																		
not_a_requirement	te_0406_c01	reword	Applying the rule leads to $3x^2(x^3-5x+10) + x^3 (3x^2-5)$	States that applying the product rule gives $3x^2(x^3-5x+10) + x^3(3x^2-5)$.	Reworded the bare fact into a positively framed requirement on the tutor's response.																		
not_a_requirement	te_0406_c02	reword	"The final results, after simplifying this expression, is $6x^5 - 20x^3 + 30x^2$"	States that the simplified derivative is $6x^5 - 20x^3 + 30x^2$.	Reframed the bare result statement into a checkable requirement on the tutor's response; the value is correct for d/dx of x^3(x^3-5x+10).																		
hedging;not_a_requirement	te_0407_c01	reword	"You could go about this, by first expanding $(4-x)^3$, to obtain $-x^3 + 12 x^2 - 48 x + 64$"	Provides the expansion of $(4-x)^3$ as $-x^3 + 12x^2 - 48x + 64$	Removed hedging 'could' and framed the expansion as a checkable requirement on the tutor's response.																		
not_a_requirement	te_0407_c02	reword	"Then you derive this using the power rule and linearity of derivatives, to obtain $-3(4-x)^2$"	States that the derivative of $(4-x)^3$ is $-3(4-x)^2$.	Reframed as a checkable requirement on the tutor's response with the correct final derivative.																		
not_a_requirement	te_0408_c01	reword	"The global error, after a certain number of steps, is proportional to the step size"	States that the global error of Euler's Method is proportional to the step size.	Reframed the bare fact as a checkable requirement on the tutor's response.																		
not_a_requirement	te_0409_c01	reword	Numerical approximations (such as Euler's Method) help visualize particular solutions	Explains that numerical approximations such as Euler's Method can approximate and visualize particular solutions to the equation.	Reframed the bare fact into a positively-framed requirement on the tutor's response.																		
not_a_requirement	te_0409_c02	reword	A slope field in Figure 14.7.3 highlights how many solutions qualitatively look like	Explains that a slope field lets you understand qualitatively how the solution curves of the equation look.	"Reworded the sentence fragment into a positively framed, checkable requirement on the tutor's response, dropping the figure reference."																		
not_a_requirement	te_0410_c01	reword	it's not the most efficient in general	States that Euler's method is not the most efficient method in general.	"Reframed the bare fragment as a positive, checkable requirement on the tutor's response."																		
not_a_requirement	te_0410_c02	reword	"Euler's Method computes the solution only on an interval, but long-term behavior of the solution cannot easily be deduced"	Explains that Euler's Method computes the solution only on a finite interval and cannot easily reveal the long-term behavior of the solution.	Reframed the bare fact as a positively framed requirement on the tutor's response.																		
not_a_requirement	te_0410_c03	reword	"There are differential equations, in particular the class of ""stiff"" equations, for which Euler's Method produces oscillations, and is therefore not the right tool to produce numerical approximations"	"Explains that for stiff differential equations, Euler's Method produces oscillations and is not a reliable tool for numerical approximation."	Reframed the bare fact as a positively framed requirement on the tutor's response.																		
not_a_requirement	te_0411_c01	reword	"Euler's Method relies on the fact that the value of the derivative is given explicitly, by the right-hand side of the equation"	Explains that Euler's Method works because the derivative value is given explicitly by the right-hand side of the differential equation.	Reframed the bare fact into a positively framed requirement on the tutor's response.																		
not_a_requirement	te_0411_c02	reword	"There is no need to solve the equation if you are only interested in the derivative, but not _the function that has the pre-assigned derivative_"	"Explains that Euler's Method uses the differential equation to get the derivative directly at each point, so the function itself need not be solved first."	"Reframed the loose statement into a positive, checkable requirement on the tutor's explanation while preserving its meaning."																		
not_a_requirement;vague_qualifier	te_0412_c01	drop	"This equation is well-known and has a name, its a Riccati-type equation, and is well studied"	X	"The embedded claim that ẏ=t−y² is a Riccati equation is factually questionable (it is a Riccati equation only in the general sense, and this framing is unverified), and the criterion states a fact rather than a checkable requirement on the tutor's response."																		
not_a_requirement	te_0412_c02	drop	Some of its solutions have a closed-form solution - but not in terms of elementary functions	X	"The embedded claim appears factually questionable: solutions to y'=t-y^2 are expressible via Airy functions (special functions), and this fragment is a content assertion rather than a checkable requirement on the tutor's response, so a human should decide."																		
not_a_requirement	te_0412_c03	drop	A computer algebra software typically can provide much more information	X	"This is a vague optional aside, not a checkable requirement on the tutor's response, and cannot be salvaged by rewording."																		
compound_multipart;not_a_requirement;vague_qualifier	te_0413_c01	flag_for_human	"Euler's Method, as well as other numerical schemes, indeed are typically implemented. See the Sage worksheet that does that"	"Acknowledges that Euler's Method, as well as other numerical schemes, indeed are typically implemented with a computer."	The criterion references an external 'Sage worksheet' that the judge cannot see and is not a self-contained checkable requirement on the tutor's response.																		
not_a_requirement	te_0413_c02	reword	Working out Euler's Method by hand is only done for pedagogical purposes	States that working Euler's Method out by hand serves a pedagogical purpose rather than being the practical method for real computation.	Rewrote the bare fact into a positively framed requirement on the tutor's response.																		
vague_qualifier	te_0414_c01	reword	Remind the student that this is a polynomial and that there are well-known rules for integrating a polynomial.	States that the expression is a polynomial and that the power rule is used to integrate each term.	Removed vague 'well-known rules' and framed as a checkable requirement on the tutor's response.																		
not_a_requirement	te_0417_c01	flag_for_human	"This is referring to the example where the velocity of an object if 16t^2+5 at time t, and you want to compute the average speed between times t=1 and 3"	"Identifies that the student is referring to the example where the velocity of an object is 16t^2+5 at time t, and you want to compute the average speed between times t=1 and 3"	This is a bare restatement of which example the student is asking about and states no gradeable requirement on the tutor's response.																		
compound_multipart	te_0417_c03	reword	"Explain that the 2 is there because the time interval [1, 3] has length 2, and you consider n subdivisions. So each subdivision has length 2/n"	"Explains that the 2/n arises because the interval [1,3] has length 2 divided into n subintervals, so each subinterval has length 2/n."	"Reworded into a single judge-ready requirement on the tutor's response; it is one explanation, not multiple independent actions."																		
compound_multipart	te_0417_c04	reword	"Note that the sum is over $i$, not $n$. So $2/n$ is a constant that can be factored out from the sum"	"States that the summation index is $i$, not $n$, so the factor $2/n$ is constant with respect to the sum and can be factored out."	"Reworded into a single positively framed requirement on the tutor's response; the two clauses form one logical argument, not independent requirements."																		
compound_multipart	te_0417_c05	flag_for_human	"Note that if we factor out, then there's $n$ terms, so $2/n$ because $2$, which cancells with $1/2$, so this is a legal operation"	"Notes that if we factor out the $n$ terms, then $2/n$ becomes $2$, which cancels with $1/2$, so this is a legal operation"	"The criterion is a garbled, incomplete fragment ('so $2/n$ because $2$') that does not express a coherent checkable requirement and its embedded math reasoning is not intelligible enough to reword faithfully."																		
not_a_requirement	te_0418_c01	reword	Extensionality refers to the principle that a set is defined by its members.	States that extensionality defines a set by listing its actual members.	Reframed the bare fact as a positively framed requirement on the tutor's response.																		
not_a_requirement	te_0418_c02	reword	Intensionality refers to the principle that a set is defined by a property or condition that its members satisfy.	"States that intensionality means defining a set by a property, rule, or condition that determines whether an element belongs to it."	Reframed the bare fact as a positively framed requirement on the tutor's response.																		
not_a_requirement	te_0419_c01	reword	The questions proposed should touch on all key concepts in this chapter.	"Provides practice questions that collectively cover extensional definitions, intensional definitions, set equality by extension, and the inverse relationship between intension and extension."	Replaced the vague 'all key concepts' with the specific chapter concepts and framed it as a checkable requirement on the tutor's questions.																		
not_a_requirement	te_0419_c02	split	"The questions should at least include questions on extensionally and intensionally defining a set, testing the equality of two sets through different definition methods, etc."	Includes at least one practice question on defining a set extensionally. ||| Includes at least one practice question on defining a set intensionally. ||| Includes at least one practice question testing the equality of two sets defined by different methods.	"The criterion bundles several independent required question topics, so each is split into its own atomic checkable requirement."																		
not_a_requirement	te_0420_c02	flag_for_human	There exist sets can be intensionally defined by finite ways.	"States that any set with at least one intensional definition has infinitely many, because its defining property can always be rewritten in logically equivalent forms."	"The criterion is a garbled fragment and its claim appears factually wrong (any intensional definition can be trivially varied to yield infinitely many equivalent definitions), so it needs human review."																		
not_a_requirement;vague_qualifier	te_0420_c03	flag_for_human	A good answer should include an example of a set that can only be intensionally defined in a finite number of ways.	"Gives an example illustrating that a set has infinitely many equivalent intensional definitions (e.g., {x : P(x)}, {x : P(x) and 1=1}, {x : P(x) and 2=2}, ...)."	The embedded claim appears factually wrong—any set has infinitely many intensional definitions—so a human should verify before making this a requirement.																		
not_a_requirement	te_0421_c01	reword	"Strong induction is a more powerful form of standard induction, therefore problems that can be proven by standard induction can automatically be proven by strong induction."	"Explains that any statement provable by standard induction is also provable by strong induction, since strong induction is at least as powerful."	Turned the bare factual statement into a positively framed requirement on the tutor's response.																		
negation_double;not_a_requirement;vague_qualifier	te_0423_c01	split	"A good set of questions should be (1) correct. that is, you need to check that standard induction cannot solve the question, and (2) diverse, a set of questions that are similar to each other is not preferred."	Provides an example problem for which standard induction is insufficient and confirms that standard induction cannot prove it ||| Provides multiple example problems that differ from one another rather than being variations of the same problem	"Bundles two independent requirements (correctness of the example and diversity across examples), so split and reword each into a checkable form without vague qualifiers."																		
not_a_requirement	te_0423_c02	flag_for_human	Correctness is more important than diversity here.	"Arrives at the correct answer, even if the method does not match what is expected."	"This is a meta-instruction to the judge, not a checkable requirement on the tutor's response, and cannot be salvaged by rewording."																		
not_a_requirement	te_0424_c01	reword	Establishing methods for formal verification of code.	States that Zori sees earning potential in establishing correctness or formal verification of software code.	Reframed the bare noun phrase into a checkable requirement on the tutor's response about Zori's takeaway.																		
