scenario_id,op,old_id,new_id,old_text,new_text,note
tb_0397,keep,tb_0397_c01,tb_0397_c01,The student must first write the work-energy theorem in general form (ΣW = ΔK) and then derive ½mv² = ½kΔx² + μₖmgΔx step by step before substituting the values.,The student must first write the work-energy theorem in general form (ΣW = ΔK) and then derive ½mv² = ½kΔx² + μₖmgΔx step by step before substituting the values.,agent2; logical-order sequencing then single derivation -> KEEP
tb_0397,keep,tb_0397_c02,tb_0397_c02,"The response must identify that the student made an error by questioning whether to include the mgh term and suggesting the surface might be sloping, despite the problem explicitly stating a horizontal surface. The response must explain that for a horizontal surface, mgh is irrelevant as there is no change in height.","The response must identify that the student made an error by questioning whether to include the mgh term and suggesting the surface might be sloping, despite the problem explicitly stating a horizontal surface. The response must explain that for a horizontal surface, mgh is irrelevant as there is no change in height.",agent2; identify error + explain the same thing
tb_0397,keep,tb_0397_c03,tb_0397_c03,The response must identify that the student made an error by assuming a value for μs=0.2 that was not provided in the problem statement. The response must state that only given parameters should be used or explicitly acknowledge assumptions.,The response must identify that the student made an error by assuming a value for μs=0.2 that was not provided in the problem statement. The response must state that only given parameters should be used or explicitly acknowledge assumptions.,agent2; identify error + state the same principle
tb_0397,keep,tb_0397_c05,tb_0397_c05,"The response must correctly calculate the maximum spring potential energy (U_spring,max) using the correct Δx_max value derived from the quadratic equation. The final numerical value should be approximately 24.039 J.","The response must correctly calculate the maximum spring potential energy (U_spring,max) using the correct Δx_max value derived from the quadratic equation. The final numerical value should be approximately 24.039 J.",agent2; single computation (max spring PE)
tb_0398,keep,tb_0398_c02,tb_0398_c02,"The response must identify and correct the mole calculation error by showing the correct formula. (e.g., moles = mass/molar mass (not mass×molar mass))","The response must identify and correct the mole calculation error by showing the correct formula. (e.g., moles = mass/molar mass (not mass×molar mass))",agent2; identify + correct the same mole-calculation error
tb_0398,keep,tb_0398_c06,tb_0398_c06,The response must explicitly state that the molarity units should be mol/L (not just M) when first introducing the concept.,The response must explicitly state that the molarity units should be mol/L (not just M) when first introducing the concept.,agent2; single concept: molarity units mol/L
tb_0399,keep,tb_0399_c09,tb_0399_c09,The response needs to explain that the negative sign must be included in the calculation because it is significant if the value of ΔH is negative (exothermic) or positive (endothermic). ,The response needs to explain that the negative sign must be included in the calculation because it is significant if the value of ΔH is negative (exothermic) or positive (endothermic). ,agent2; single concept: significance of the negative sign
tb_0399,keep,tb_0399_c10,tb_0399_c10,"The response needs to explain that because the values in the question are provided to three significant figures, the student's answer should also be provided to three significant figures too. ","The response needs to explain that because the values in the question are provided to three significant figures, the student's answer should also be provided to three significant figures too. ",agent2; single concept: 3 sig figs
tb_0399,keep,tb_0399_c11,tb_0399_c11,"The response needs to explain that if a value of 5 or higher resides in the next place, the value should be rounded up rather than down.","The response needs to explain that if a value of 5 or higher resides in the next place, the value should be rounded up rather than down.",agent2; single concept: rounding rule
tb_0400,format_consolidated,tb_0400_c06,tb_0400_c09,1 orphan(s) -> aspects=['persona'],"The response should follow tutoring presentation conventions: address the student in the second person (conversational tutor voice). (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0401,keep,tb_0401_c03,tb_0401_c03,"The response must provide a hint that the student should use conservation of energy by setting the initial mechanical energy equal to the final mechanical energy, considering when the kinetic and potential energies are zero, and using the definitions, $PE=mgh$ and $KE=\frac{1}{2}mv^2$ to solve for the final velocity.","The response must provide a hint that the student should use conservation of energy by setting the initial mechanical energy equal to the final mechanical energy, considering when the kinetic and potential energies are zero, and using the definitions, $PE=mgh$ and $KE=\frac{1}{2}mv^2$ to solve for the final velocity.",agent2; single hint (one method: conservation of energy)
tb_0401,format_consolidated,"tb_0401_c07,tb_0401_c08",tb_0401_c07,"2 orphan(s) -> aspects=['persona', 'structure', 'math']","The response should follow tutoring presentation conventions: address the student in the second person (conversational tutor voice); use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity; render mathematical expressions in LaTeX. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0402,format_consolidated,tb_0402_c10,tb_0402_c11,1 orphan(s) -> aspects=['structure'],"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0403,keep,tb_0403_c02,tb_0403_c02,The response must explicitly identify that the student incorrectly evaluated the second integral because the student incorrectly reversed the bounds of integration and classify this as an arithmetic error.  ,The response must explicitly identify that the student incorrectly evaluated the second integral because the student incorrectly reversed the bounds of integration and classify this as an arithmetic error.  ,agent2; identify error + classify the same thing
tb_0403,keep,tb_0403_c06,tb_0403_c06,"The response must explicitly state that for calculating total distance, the absolute value (magnitude, which is always positive) of that displacement must be used, regardless of the direction of motion.","The response must explicitly state that for calculating total distance, the absolute value (magnitude, which is always positive) of that displacement must be used, regardless of the direction of motion.",agent2; single concept: use absolute value for total distance
tb_0403,keep,tb_0403_c10,tb_0403_c09,The response must explicitly identify that the student incorrectly evaluated the third integral because the student incorrectly reversed the bounds of integration and classify this as an arithmetic error.  ,The response must explicitly identify that the student incorrectly evaluated the third integral because the student incorrectly reversed the bounds of integration and classify this as an arithmetic error.  ,agent2; identify error + classify the same thing
tb_0403,format_consolidated,tb_0403_c08,tb_0403_c10,1 orphan(s) -> aspects=['structure'],"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0404,format_consolidated,tb_0404_c08,tb_0404_c09,1 orphan(s) -> aspects=['structure'],"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0405,split,tb_0405_c04,tb_0405_c04,"The response must state that the student incorrectly calculated the value for $x^2$ as 0.045, resulting in an incorrect value for x, x=0.21.",The response must identify that the student's value for x² (0.045) is incorrect.,triple-flagged; detect wrong x^2 + downstream wrong x (Q5 soften applied via wording)
tb_0405,split,tb_0405_c04,tb_0405_c05,"The response must state that the student incorrectly calculated the value for $x^2$ as 0.045, resulting in an incorrect value for x, x=0.21.",The response must note that this led to an incorrect value of x (x = 0.21).,triple-flagged; detect wrong x^2 + downstream wrong x (Q5 soften applied via wording)
tb_0405,format_consolidated,tb_0405_c10,tb_0405_c12,1 orphan(s) -> aspects=['structure'],"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0406,format_consolidated,"tb_0406_c13,tb_0406_c14",tb_0406_c14,"2 orphan(s) -> aspects=['persona', 'structure']","The response should follow tutoring presentation conventions: address the student in the second person (conversational tutor voice); use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0407,keep,tb_0407_c11,tb_0407_c11,The response must explain that the final answer should not include $\theta$.,The response must explain that the final answer should not include $\theta$.,agent2; single concept: answer should not include theta
tb_0407,keep,tb_0407_c20,tb_0407_c20,The response must mention that the student mistakenly assumed that given values must all be used.,The response must mention that the student mistakenly assumed that given values must all be used.,agent2; single concept: student assumed all given values must be used
tb_0407,format_consolidated,tb_0407_c25,tb_0407_c26,1 orphan(s) -> aspects=['persona'],"The response should follow tutoring presentation conventions: address the student in the second person (conversational tutor voice). (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0408,keep,tb_0408_c03,tb_0408_c03,The response must explain that the student should have solved for total distance traveled. ,The response must explain that the student should have solved for total distance traveled. ,agent2; single concept: should have solved for total distance
tb_0408,keep,tb_0408_c05,tb_0408_c05,"The response must explain that to solve for the total distance, we must find the instances when velocity equals to 0. ","The response must explain that to solve for the total distance, we must find the instances when velocity equals to 0. ",agent2; single concept: find where velocity = 0
tb_0408,format_consolidated,tb_0408_c16,tb_0408_c17,"1 orphan(s) -> aspects=['structure', 'math']","The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity; render mathematical expressions in LaTeX. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0409,keep,tb_0409_c01,tb_0409_c01,"The response must identify that the student made a conceptual error by incorrectly claiming ""the singularity issue persists"" after the substitution $u=\sqrt[3]{t}$, and explicitly explain that this is wrong because when $u\to 0$, we have $\sin(u^3) \approx u^3$, so $\frac{\sin(u^3)}{u} \approx u^2$, which has no singularity at $u=0$.","The response must identify that the student made a conceptual error by incorrectly claiming ""the singularity issue persists"" after the substitution $u=\sqrt[3]{t}$, and explicitly explain that this is wrong because when $u\to 0$, we have $\sin(u^3) \approx u^3$, so $\frac{\sin(u^3)}{u} \approx u^2$, which has no singularity at $u=0$.",agent2; identify conceptual error + explain why the same thing
tb_0410,format_consolidated,"tb_0410_c13,tb_0410_c14",tb_0410_c14,"2 orphan(s) -> aspects=['persona', 'math']","The response should follow tutoring presentation conventions: address the student in the second person (conversational tutor voice); render mathematical expressions in LaTeX. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0411,keep,tb_0411_c08,tb_0411_c06,The response must clearly explain how the nextValue() method works—specifically that it returns the current value first and then advances it.,The response must clearly explain how the nextValue() method works—specifically that it returns the current value first and then advances it.,agent2; single concept: how nextValue() works
tb_0411,keep,tb_0411_c09,tb_0411_c07,The response must provide a complete and correct code example or explanation that prints the third value of the progression as requested.,The response must provide a complete and correct code example or explanation that prints the third value of the progression as requested.,agent2; single deliverable: correct code example
tb_0411,format_consolidated,"tb_0411_c05,tb_0411_c07",tb_0411_c08,"2 orphan(s) -> aspects=['persona', 'structure']","The response should follow tutoring presentation conventions: address the student in the second person (conversational tutor voice); use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0412,keep,tb_0412_c01,tb_0412_c01,"The response must state that the student’s claim “the integral converges for all $|k|>2$” is incorrect and must give the correct condition: the integral converges for all $|k|>2$ except when $k^2-4=1$ (i.e., $|k|=\sqrt5$).","The response must state that the student’s claim “the integral converges for all $|k|>2$” is incorrect and must give the correct condition: the integral converges for all $|k|>2$ except when $k^2-4=1$ (i.e., $|k|=\sqrt5$).",agent2; single corrective: wrong claim + the correct condition (tightly coupled)
tb_0413,keep,tb_0413_c01,tb_0413_c01,"The model must explicitly state that the series is geometric with sign alternation, NOT simply “alternating,” and that geometric convergence is not ensured by the Alternating Series Test. It must say why AST alone is insufficient for this series.","The model must explicitly state that the series is geometric with sign alternation, NOT simply “alternating,” and that geometric convergence is not ensured by the Alternating Series Test. It must say why AST alone is insufficient for this series.",agent2; one concept: series is geometric-with-sign-alternation + why AST insufficient
tb_0413,keep,tb_0413_c02,tb_0413_c02,"The response must (a) state and (b) symbolically write the geometric series convergence criterion for this problem: $$	-\frac{p}{6}	< 1 o r or0 < p < 6$$, (c) and unmistakably identify that the student omitted this step in their reasoning. If either a/b/c is missing, mark as fail.","The response must (a) state and (b) symbolically write the geometric series convergence criterion for this problem: $$	-\frac{p}{6}	< 1 o r or0 < p < 6$$, (c) and unmistakably identify that the student omitted this step in their reasoning. If either a/b/c is missing, mark as fail.",agent2; state the convergence criterion (verbal+symbolic) and note omission = one corrective concept
tb_0413,keep,tb_0413_c03,tb_0413_c03,"The model must directly analyze the student’s \(p=12\) (or other large \(p\)) example, **explicitly compute** the first three terms, and show that the terms grow (diverge), not shrink (converge). High-level reasoning (“terms don’t go to zero”) is not enough without a worked-out example. ","The model must directly analyze the student’s \(p=12\) (or other large \(p\)) example, **explicitly compute** the first three terms, and show that the terms grow (diverge), not shrink (converge). High-level reasoning (“terms don’t go to zero”) is not enough without a worked-out example. ",agent2; single worked example (compute first three terms of p=12)
tb_0413,split,tb_0413_c04,tb_0413_c04,"The model must point out the student’s error in (a) not checking the absolute value criterion for geometric convergence and (b) not checking that the limit of the terms is zero for all p, and (c) must clarify that if $$	p/6	\geq 1$$, not only does the AST fail, but also the “nth term test” proves divergence. All three must be addressed.",The model must point out the student's error in not checking the absolute value criterion for geometric convergence.,agent2; explicit bundle of 3 distinct diagnostic requirements ('all three must be addressed')
tb_0413,split,tb_0413_c04,tb_0413_c05,"The model must point out the student’s error in (a) not checking the absolute value criterion for geometric convergence and (b) not checking that the limit of the terms is zero for all p, and (c) must clarify that if $$	p/6	\geq 1$$, not only does the AST fail, but also the “nth term test” proves divergence. All three must be addressed.",The model must point out the student's error in not checking that the limit of the terms is zero for all p.,agent2; explicit bundle of 3 distinct diagnostic requirements ('all three must be addressed')
tb_0413,split,tb_0413_c04,tb_0413_c06,"The model must point out the student’s error in (a) not checking the absolute value criterion for geometric convergence and (b) not checking that the limit of the terms is zero for all p, and (c) must clarify that if $$	p/6	\geq 1$$, not only does the AST fail, but also the “nth term test” proves divergence. All three must be addressed.","The model must clarify that if $|p/6| \geq 1$, not only does the AST fail, but the nth term test also proves divergence.",agent2; explicit bundle of 3 distinct diagnostic requirements ('all three must be addressed')
tb_0413,keep,tb_0413_c06,tb_0413_c08,"The response must conclude with clear, supportive guidance or a “metacognitive” comment, such as: ""Before applying any test, always ask: does this series fit the conditions for that test? Can I prove my claim with a counter-example?” If this “learning tip” is missing, fail.","The response must conclude with clear, supportive guidance or a “metacognitive” comment, such as: ""Before applying any test, always ask: does this series fit the conditions for that test? Can I prove my claim with a counter-example?” If this “learning tip” is missing, fail.",agent2; single scaffolding requirement: metacognitive learning tip
tb_0413,format_consolidated,tb_0413_c07,tb_0413_c12,1 orphan(s) -> aspects=['structure'],"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0414,split,tb_0414_c03,tb_0414_c03,The model must explain that because the student is using a gas constant R = 62.36 L⋅mmHg⋅K⁻¹⋅mol⁻¹ they must convert the volume from mL to liters and the temperature from degrees Celsius to Kelvins.,The model must explain that because the student is using a gas constant R = 62.36 L⋅mmHg⋅K⁻¹⋅mol⁻¹ they must convert the volume from mL to liters.,"agent2; AMBIGUOUS: two distinct required conversions (volume, temperature), each mapping to a separate sibling identification (c01/c02)"
tb_0414,split,tb_0414_c03,tb_0414_c04,The model must explain that because the student is using a gas constant R = 62.36 L⋅mmHg⋅K⁻¹⋅mol⁻¹ they must convert the volume from mL to liters and the temperature from degrees Celsius to Kelvins.,The model must explain that because the student is using a gas constant R = 62.36 L⋅mmHg⋅K⁻¹⋅mol⁻¹ they must convert the temperature from degrees Celsius to Kelvins.,"agent2; AMBIGUOUS: two distinct required conversions (volume, temperature), each mapping to a separate sibling identification (c01/c02)"
tb_0414,format_consolidated,tb_0414_c11,tb_0414_c14,1 orphan(s) -> aspects=['structure'],"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0415,keep,tb_0415_c05,tb_0415_c05,"The response must explain that the student has the wrong order of events for the start of the cascade that enables cells to uptake glucose: insulin binds to the receptor (RTK) first, then this causes the receptor to become phosphorylated, then this triggers the cascade.","The response must explain that the student has the wrong order of events for the start of the cascade that enables cells to uptake glucose: insulin binds to the receptor (RTK) first, then this causes the receptor to become phosphorylated, then this triggers the cascade.",agent2; logical-order sequence of cascade events -> KEEP
tb_0415,format_consolidated,"tb_0415_c07,tb_0415_c08",tb_0415_c07,"2 orphan(s) -> aspects=['persona', 'structure']","The response should follow tutoring presentation conventions: address the student in the second person (conversational tutor voice); use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0417,keep,tb_0417_c10,tb_0417_c10,"The response must explain that for a weighted mean of independent samples, the variances (not standard errors) are combined with squared weights and show the correct calculation: $   \text{Var}\bar{X}_{\text{tot}}) = (0.6)^2 \cdot \frac{(1.80)^2}{60} + (0.4)^2  cdotfrac{(2.22)^2}{40}   $ and demonstrate the subsequent steps to find the standard error ","The response must explain that for a weighted mean of independent samples, the variances (not standard errors) are combined with squared weights and show the correct calculation: $   \text{Var}\bar{X}_{\text{tot}}) = (0.6)^2 \cdot \frac{(1.80)^2}{60} + (0.4)^2  cdotfrac{(2.22)^2}{40}   $ and demonstrate the subsequent steps to find the standard error ",agent2; single principle + one worked variance-combination calculation
tb_0418,format_consolidated,tb_0418_c07,tb_0418_c09,1 orphan(s) -> aspects=['persona'],"The response should follow tutoring presentation conventions: address the student in the second person (conversational tutor voice). (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0419,keep,tb_0419_c02,tb_0419_c02,"The response must explain that the change row should be the change row should be -x, +x, +x because x represents the change in concentration. The reactant concentration decreases, and the product concentration increases.  ","The response must explain that the change row should be the change row should be -x, +x, +x because x represents the change in concentration. The reactant concentration decreases, and the product concentration increases.  ",agent3; single corrective explanation of correct change row + why (one concept)
tb_0419,keep,tb_0419_c04,tb_0419_c04,"The response must state that while the ICE table had setup errors, the incorrect simplification of the Ka expression was the main reason for the incorrect molarity of H+","The response must state that while the ICE table had setup errors, the incorrect simplification of the Ka expression was the main reason for the incorrect molarity of H+",agent3; single diagnostic: which error was the main cause
tb_0419,keep,tb_0419_c07,tb_0419_c07,"The response must state the final answer of pH = 4.35 is incorrect due to the use of the incorrect molarity of H+, 4.5 * 10^(-5)","The response must state the final answer of pH = 4.35 is incorrect due to the use of the incorrect molarity of H+, 4.5 * 10^(-5)",agent3; single statement; mechanically-linked cause
tb_0419,format_consolidated,tb_0419_c09,tb_0419_c09,1 orphan(s) -> aspects=['structure'],"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0420,keep,tb_0420_c02,tb_0420_c02,The response must identify that the student incorrectly grouped “thermal properties” as one property and must instead distinguish between high specific heat and high heat of vaporization.,The response must identify that the student incorrectly grouped “thermal properties” as one property and must instead distinguish between high specific heat and high heat of vaporization.,agent3; identify+correct but sibling c10 states correction; keep identify
tb_0420,keep,tb_0420_c09,tb_0420_c09,The response must explain the 'universal solvent' term should be avoided to make sure water's abilities are not overstated.,The response must explain the 'universal solvent' term should be avoided to make sure water's abilities are not overstated.,agent3; single concept: avoid 'universal solvent' term
tb_0420,keep,tb_0420_c10,tb_0420_c10,The response must explain that specific heat capacity and specific latent heat (of vaporization) are two distinct properties and should not be grouped into 'thermal properties'.,The response must explain that specific heat capacity and specific latent heat (of vaporization) are two distinct properties and should not be grouped into 'thermal properties'.,"agent3; single concept: two properties distinct, not 'thermal properties'"
tb_0421,format_consolidated,"tb_0421_c02,tb_0421_c06",tb_0421_c09,"2 orphan(s) -> aspects=['persona', 'structure', 'math']","The response should follow tutoring presentation conventions: address the student in the second person (conversational tutor voice); use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity; render mathematical expressions in LaTeX. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0422,keep,tb_0422_c04,tb_0422_c04,"The response must explain that since  $E°(Ag⁺/Ag) = +0.80 V > E°(Cu²⁺/Cu) = +0.34 V$, silver should be the cathode and copper should be the anode. ","The response must explain that since  $E°(Ag⁺/Ag) = +0.80 V > E°(Cu²⁺/Cu) = +0.34 V$, silver should be the cathode and copper should be the anode. ",agent3; mechanically-linked: compare potentials therefore assign electrodes
tb_0422,keep,tb_0422_c10,tb_0422_c10,The response must explain that the e-cell should be calculated as 0.80-0.34 = 0.46V.,The response must explain that the e-cell should be calculated as 0.80-0.34 = 0.46V.,agent3; single computation of e-cell
tb_0422,keep,tb_0422_c13,tb_0422_c13,"The response must explain that if you get a negative value for galvanic cell, there must be an error. ","The response must explain that if you get a negative value for galvanic cell, there must be an error. ",agent3; single concept
tb_0422,format_consolidated,tb_0422_c17,tb_0422_c17,"1 orphan(s) -> aspects=['structure', 'math']","The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity; render mathematical expressions in LaTeX. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0424,format_consolidated,tb_0424_c06,tb_0424_c07,1 orphan(s) -> aspects=['structure'],"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0425,format_consolidated,tb_0425_c06,tb_0425_c07,1 orphan(s) -> aspects=['math'],"The response should follow tutoring presentation conventions: render mathematical expressions in LaTeX. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0426,format_consolidated,tb_0426_c10,tb_0426_c10,1 orphan(s) -> aspects=['persona'],"The response should follow tutoring presentation conventions: address the student in the second person (conversational tutor voice). (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0427,format_consolidated,"tb_0427_c09,tb_0427_c10",tb_0427_c09,"2 orphan(s) -> aspects=['persona', 'math']","The response should follow tutoring presentation conventions: address the student in the second person (conversational tutor voice); render mathematical expressions in LaTeX. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0428,format_consolidated,tb_0428_c08,tb_0428_c11,1 orphan(s) -> aspects=['structure'],"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0429,format_consolidated,tb_0429_c06,tb_0429_c07,1 orphan(s) -> aspects=['persona'],"The response should follow tutoring presentation conventions: address the student in the second person (conversational tutor voice). (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0431,keep,tb_0431_c01,tb_0431_c01,The response must explicitly state that the student incorrectly rewrote the expression $x = y^2$ as $y = \sqrt{x}$ and explain that this only represents the positive half of the parabola/function.,The response must explicitly state that the student incorrectly rewrote the expression $x = y^2$ as $y = \sqrt{x}$ and explain that this only represents the positive half of the parabola/function.,agent3; identify AND explain same single thing
tb_0431,keep,tb_0431_c03,tb_0431_c03,"The response must explicitly compute or mention the missed area as $\int_0^1 2\sqrt{x},dx = \frac{4}{3}$ and explain that this area must be added to the total.","The response must explicitly compute or mention the missed area as $\int_0^1 2\sqrt{x},dx = \frac{4}{3}$ and explain that this area must be added to the total.",agent3; single worked computation + note it must be added
tb_0431,keep,tb_0431_c05,tb_0431_c05,"The response must identify the student's incorrect logic regarding showing the inequality $\sqrt{x}>x-2$ on the interval $[1,4]$. Specifically the response must mention this is also due to both functions being continuous, as well as fixing the inequality to greater than or equal to, since both functions are equal at the end point $x=4$. ","The response must identify the student's incorrect logic regarding showing the inequality $\sqrt{x}>x-2$ on the interval $[1,4]$. Specifically the response must mention this is also due to both functions being continuous, as well as fixing the inequality to greater than or equal to, since both functions are equal at the end point $x=4$. ","agent3; AMBIGUOUS: identify + multi-part inequality correction (continuity, >=); one topic so lean KEEP"
tb_0431,format_consolidated,tb_0431_c09,tb_0431_c10,1 orphan(s) -> aspects=['structure'],"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0432,format_consolidated,tb_0432_c07,tb_0432_c08,1 orphan(s) -> aspects=['structure'],"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0433,keep,tb_0433_c09,tb_0433_c09,"The response must identify that the student used the incorrect formula to calculate the spring constant, k = (2mgh/x)^(1/2), stemming from the incorrect formula for the energy of the spring, E_spring = 1/2xk².","The response must identify that the student used the incorrect formula to calculate the spring constant, k = (2mgh/x)^(1/2), stemming from the incorrect formula for the energy of the spring, E_spring = 1/2xk².",agent3; single diagnostic; mechanically-linked 'stemming from'
tb_0434,keep,tb_0434_c06,tb_0434_c06,The response needs to identify that the student's statement that the reaction must be exothermic because there is more heat  is incorrect and shows a misconception about where heat comes from in an exothermic reaction.,The response needs to identify that the student's statement that the reaction must be exothermic because there is more heat  is incorrect and shows a misconception about where heat comes from in an exothermic reaction.,agent3; identify error + names misconception (same thing)
tb_0434,format_consolidated,tb_0434_c09,tb_0434_c09,1 orphan(s) -> aspects=['structure'],"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0435,keep,tb_0435_c02,tb_0435_c02,The response must identify that the student has made a conceptual error by stating that NaNO₃ and AgNO₃ can conduct electricity in the solid state because they are ionic compounds.,The response must identify that the student has made a conceptual error by stating that NaNO₃ and AgNO₃ can conduct electricity in the solid state because they are ionic compounds.,agent3; single identify of one conceptual error
tb_0435,keep,tb_0435_c04,tb_0435_c04,The response needs to identify that the student made a conceptual error when they state that the experiment must be missing a salt bridge.,The response needs to identify that the student made a conceptual error when they state that the experiment must be missing a salt bridge.,agent3; single identify of one conceptual error
tb_0435,format_consolidated,tb_0435_c13,tb_0435_c13,1 orphan(s) -> aspects=['persona'],"The response should follow tutoring presentation conventions: address the student in the second person (conversational tutor voice). (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0436,format_consolidated,tb_0436_c11,tb_0436_c12,1 orphan(s) -> aspects=['persona'],"The response should follow tutoring presentation conventions: address the student in the second person (conversational tutor voice). (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0437,format_consolidated,tb_0437_c07,tb_0437_c09,1 orphan(s) -> aspects=['persona'],"The response should follow tutoring presentation conventions: address the student in the second person (conversational tutor voice). (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0438,keep,tb_0438_c09,tb_0438_c09,"The response must explain that in order to obtain a protein sequence from a mRNA, the coding sequence (CDS) should be identified and translated.","The response must explain that in order to obtain a protein sequence from a mRNA, the coding sequence (CDS) should be identified and translated.",agent3; single concept
tb_0438,keep,tb_0438_c11,tb_0438_c11,"The response must explain that when differences with the standard genetic code exist, either the mRNA sequence must be edited to take into account such changes before translating using the standard genetic code OR the standard genetic code should be edited according to the given modifications (i.e AUG → GCU; CGC → AAG in both cases).","The response must explain that when differences with the standard genetic code exist, either the mRNA sequence must be edited to take into account such changes before translating using the standard genetic code OR the standard genetic code should be edited according to the given modifications (i.e AUG → GCU; CGC → AAG in both cases).",agent3; single principle expressed as either/or
tb_0439,keep,tb_0439_c03,tb_0439_c03,"The response must state that $x=2$ is neither a maximum nor a minimum, and must justify this using the First Derivative Test: showing no sign change in $f´(x)$ around $x=2$","The response must state that $x=2$ is neither a maximum nor a minimum, and must justify this using the First Derivative Test: showing no sign change in $f´(x)$ around $x=2$",agent3; state result AND justify same single thing
tb_0440,keep,tb_0440_c01,tb_0440_c01,"The response must correctly calculate and justify the molar mass of AgC₁₀H₉N₄SO₂, showing clear atomic breakdown and explicitly using the correct chemical formula.","The response must correctly calculate and justify the molar mass of AgC₁₀H₉N₄SO₂, showing clear atomic breakdown and explicitly using the correct chemical formula.",agent3; single molar-mass computation
tb_0441,keep,tb_0441_c05,tb_0441_c05,"The response should acknowledge the correct parts of the student's response before pointing out the errors and providing explanations, like correctly provide the two key properties of water, or correctly explain that water is less dense as a solid than as a liquid.","The response should acknowledge the correct parts of the student's response before pointing out the errors and providing explanations, like correctly provide the two key properties of water, or correctly explain that water is less dense as a solid than as a liquid.",agent3; single acknowledgment act; first-A-then-B sequencing
tb_0442,keep,tb_0442_c04,tb_0442_c04,"The response must identify and punt to the student that they may have gotten confused trying to isolate t, as they wrote ""h="" after integrating the right hand side, when t should've been the subject of integration.","The response must identify and punt to the student that they may have gotten confused trying to isolate t, as they wrote ""h="" after integrating the right hand side, when t should've been the subject of integration.",agent3; single diagnostic
